,year,quarter,question_number,answer_number,question,answer,speaker_name,role,role_normalised,source_pdf,label,group_key
30,2023,Q2,3.0,1.0,"Hi. Good morning. Jeremy, I'm just laughing to myself because I said to you at Investor Day – do you have any more NII rabbits to pull out of the hat, and I guess you do. So I guess, I want to ask a broader question really here. And maybe, Jamie, I'd like to get your thoughts. So you earned 23% ROTCE on 13.8% CET1, and we hear you loud and clear that you're more normalized NII generation is not $87 billion. That being said, and fully taking into account the potential haircut from Basel III Endgame, is it possible that your natural ROTCE is maybe above that 17% through-the-cycle rate when rates aren't zero? Because when you first introduced that ROTCE target, we were in a different world from a rate scenario and everybody's talking about even if the Fed cuts, the natural sort of bottom in Fed funds is not going to be zero. So any input on that would be great.","Yeah. Thanks, Erika. I mean, it's a good question. There's a lot in there, obviously. I guess I would start by saying that when we talked about the 17% through-the-cycle ROTCE, even though we may have introduced that in a moment when we were at the lower zero bound, it was always premised on a sort of normalized rate environment, and at some level that remains true today. Furthermore, you didn't ask this explicitly, but in the context of the proposed Basel III Endgame, one relevant question might be if you have a lot more capital in the denominator, what happens to that target? So I think as I said in my prepared remarks, we feel very confident about the company's ability to produce excellent returns through the cycle. There's a lot of moving parts right now in that; some of them could be good, some of them could be bad. Narrowly, on the capital one, the one thing to point out is that the straight-up math of simply diluting down the ROTCE by expanding the denominator misses the possibility of reprice, repricing of products and services, which of course goes back to our point that these capital increases do have impacts on the real economy. So we're not suggesting that we can price our way out of it, but we obviously need to get the right returns on products and services, and where we have pricing power we will adjust to the higher capital. So a lot of moving parts in there, but I think the important point is that through a range of scenarios we feel good about our ability to deliver good results. And we'll see how the mix of all the various factors plays out especially after we see the Basel III proposal and then go through the comment period.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_3.0
31,2023,Q2,3.0,2.0,"Hi. Good morning. Jeremy, I'm just laughing to myself because I said to you at Investor Day – do you have any more NII rabbits to pull out of the hat, and I guess you do. So I guess, I want to ask a broader question really here. And maybe, Jamie, I'd like to get your thoughts. So you earned 23% ROTCE on 13.8% CET1, and we hear you loud and clear that you're more normalized NII generation is not $87 billion. That being said, and fully taking into account the potential haircut from Basel III Endgame, is it possible that your natural ROTCE is maybe above that 17% through-the-cycle rate when rates aren't zero? Because when you first introduced that ROTCE target, we were in a different world from a rate scenario and everybody's talking about even if the Fed cuts, the natural sort of bottom in Fed funds is not going to be zero. So any input on that would be great.","And Erika, I would just add one thing. We do have a mix of businesses that earn from like 0% ROTCE to 100%. We have some which are very capital-intensive so we look at kind of all of them, and I think 17% is a good number and a good target. The other thing we're over-earning on is credit. We've been over-earning on credit for a substantial amount of time now, we're quite conscious about it. We know that it's going to pick up just as it normalizes, considerably more than now. Look, we would consider credit card normalizing to be closer to 3.5%.",Jamie Dimon,Chairman & Chief Executive Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Evasive,2023_Q2_3.0
32,2023,Q2,6.0,1.0,"Okay. That's helpful. And with a number of years for this to phase in and you generating capital at a high level even if the ROTCE comes down a bit, how should we think about your pace of building capital for these new changes versus doing your everyday course of investing and buybacks and things like that over the next couple years?","Yeah. I mean, I guess I'm sort of tempted to give you our standard capital hierarchy here. I mean, we're not going to sacrifice investments, right? That won't come as a surprise to you. Generally speaking, we're always going to try to comply with new requirements early. So when we know the requirements and when we have visibility, obviously given how much organic capital we're generating right now, whatever the answer winds up being it'll be pretty easy to comply, narrowly speaking. But that's not the same as saying that there won't be consequences to returns or to pricing. And if for whatever reason things aren't exactly as we're anticipating, I don't see us sacrificing investments that we see as strategically critical in order to comply with higher capital requirements ahead of the formal timing or whatever.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_6.0
33,2023,Q2,8.0,1.0,"Yeah. No, just do buybacks play a role in the next couple years strategically? Do you episodically buy back? Got it. Okay. Thank you. Operator: Next, we'll go to the line of Ken Usdin from Jefferies. You may proceed.","I mean, capital hierarchy again, right? In the end, when we have nothing else to do with the money, we'll do buybacks. And we talked about the $12 billion for this year. Obviously a lot of new moving parts there. Although all else equal, given what we've done so far, that's still probably a reasonable number for the full year. But, yeah, that's always going to be at the end of the list. But, yeah.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Evasive,2023_Q2_8.0
34,2023,Q2,11.0,1.0,"Good morning, Jeremy. Good morning, Jamie. Jeremy, can you give us your view on how you're measuring the treasury functions and the asset liability of your balance sheet as we go forward versus the way you guys were positioning and managing it a year ago in view of the fact that it looks like maybe we're approaching the terminal rate on Fed funds rates?","Yeah. Gerard, I would say honestly not much changed there actually. We have been pretty consistently concerned about the risk of higher rates. Of course, we always try to position things to produce reasonable outcomes across a broad range of scenarios. But at the margin, we've been biased towards higher rates, and that may be a little less true at these levels than it was before, although a lot of that is just the consequence of deposit convexity playing out in the modeling. But in any case, all else equal, I think we are going to continue to focus on making sure we're fine in a higher rate scenario while staying balanced across a range of scenarios. So not really a lot of change in our positioning, and that's obviously including the fact that we took on First Republic which, even net of some of the liabilities, had a long structural interest rate position. We did not actually want to get longer as part of the deal, and so as a result we took actions to ensure that net-net we are still about the same as we were last quarter.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_11.0
35,2023,Q2,13.0,1.0,"Good morning. I guess just first question, following up on the outlook for the economy. Like, we've all been worried about the recession for a year and there's a debate about the lagged effects of the Fed rate hike cycle. When you think about – Jeremy, I think you mentioned your unemployment outlook relatively similar today versus a quarter ago – how worried should we be in terms of the credit cycle 6 to 12 months from now? Or are you leaning towards concluding that maybe U.S. businesses, consumers have absorbed the rate cycle a lot better than we expected a year ago?","Yeah. So, I mean, I'm sure Jamie has some views here. But in my view, I would just caution against jumping to too many super-positive conclusions based on a couple of recent prints. And I think generally, our point is less about trying to predict a particular outcome and more about trying to make sure that we don't get too much euphoria that over-concentrates people on one particular prediction when we know that there's a range of outcomes out there. So obviously, people are talking a lot about the potential for soft-landing right now, no landing, immaculate disinflation or whatever. And whether our own views on that have changed meaningfully, I don't know. But the broader point is that we continue to be quite focused on Jamie's prior comment that loss rates still have room to normalize even post-pandemic, so we're probably over-earning on credit a little bit. Obviously, we've talked about the expectation that the NII is going to come down quite a bit. So even forgetting about whether you get some surprisingly negative outcomes on the economy from where we stand today, even in a central case you just need to recognize that there should be some significant normalization.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Evasive,2023_Q2_13.0
36,2023,Q2,13.0,2.0,"Good morning. I guess just first question, following up on the outlook for the economy. Like, we've all been worried about the recession for a year and there's a debate about the lagged effects of the Fed rate hike cycle. When you think about – Jeremy, I think you mentioned your unemployment outlook relatively similar today versus a quarter ago – how worried should we be in terms of the credit cycle 6 to 12 months from now? Or are you leaning towards concluding that maybe U.S. businesses, consumers have absorbed the rate cycle a lot better than we expected a year ago?","Yeah. And I would just add that the 5.8% is not our prediction. That is the average of the unemployment under multiple scenarios that we have to use which are hypothetical for CECL. So you have this prediction that's going to always look something different and we don't know the outcome. We try to be really clear here – the consumer is in good shape, they're spending down their excess cash – that's all tailwinds. Even if we go to a recession, they're going with rather good conditions, low borrowings and good house price values still. But the headwinds are substantial and somewhat unprecedented. There's war in Ukraine, oil and gas, quantitative tightening, unprecedented fiscal needs of governments, QT which we never experienced before. I just think people should take a deep breath on that. We don't know if those things could put us in a soft landing, a mild recession or a hard recession. And obviously, we all hope for the best.",Jamie Dimon,Chairman & Chief Executive Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_13.0
37,2023,Q2,15.0,2.0,"Hi. I had another question on Vice Chair Barr's speech from this week. To the extent that capital ratios do go up 20% for you and perhaps others, to what degree would you think about changing your business model in terms of remixing where you do business, repricing or simply removing activities that you used to do? It's kind of ironic, or maybe it's not ironic, that Apollo hits an all-time stock price high at the same week of the speech. So how much business leaves JPMorgan or the industry if capital ratios do go up as much as potentially proposed?","Yeah, exactly. And I was going to say, Mike, yes to everything, so meaning repricing, yes, definitely. To the extent that we have pricing power and the higher capital requirements mean that we're not generating the right returns for shareholders, we will try to reprice and we'll see how that sticks and how that flows into the economy and how that affects demand for products. And if the repricing is not successful, then in some cases we will have to remix and that means getting out of certain products and services. And as Jamie points out, that probably means that those products and services leave the regulated perimeter and go elsewhere, and that's fine. As Jamie points out, those people are clients and I think that point was addressed also in Vice Chair Barr's speech. But traditionally, having risky activities leave the regulated perimeter has had some negative consequences, so these are all important things to consider.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_15.0
38,2023,Q2,22.0,1.0,"Actually, I think you hit on it so I'll just do a follow-up on a related. So the notion of private credit doing large traditional investment-grade lending activity is maybe part of the competitive landscape that limits the ability to push price. In Jamie's letter, you talked about the downside – or my question is what's the downside if more of the mortgage credit asset-backed intermediation business is pushed out of the banking system? Appreciate that, Jeremy. Operator: Next, we'll go to the line of Betsy Graseck from Morgan Stanley. You may proceed.","I mean, I guess it depends on what you mean by downside. But I just think societally speaking, I think we've seen in recent history that when home lending is happening outside the regulated perimeter and things get bad, when you have economic downturns, it produces bad outcomes for individuals and homeowners and society as a whole, and Jamie has written about this extensively. Beyond that, financially, we've talked about how mortgage lending – I mean, the profitability swings obviously is reasonably cyclical and the recent past has actually been very profitable, then it was less so. Like, the correspondent channel right now is actually picking up a little bit. But it's a thin-margin business, it's challenging. And when you increase the capital requirements, it makes it even harder so that just becomes one of the areas where you're in that tension between remixing versus pricing power that we talked about a second ago. And it might, in fact, mean that we do less – less credit available for homeowners and more regulatory risk as the activity moves outside the perimeter.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_22.0
39,2023,Q2,23.0,1.0,"I just wanted to unpack a little bit more the drivers of the change you outlined that's coming in the 10-Q, Jeremy, regarding the asset sensitivity going from liability-sensitive to asset-sensitive, at least that's the way I read it. I just wanted to understand what the drivers of that is. So then…","Yeah, sure. No problem, Betsy. I mean, as you know, that's always been a challenging number. It's meant as a risk management measure of sorts, although it's also somewhat limited in that respect, and it has been of uneven usefulness in terms of a tool to be able to predict our NII trajectory when rates change. But as we've looked at that and try to improve it and spoken to all of you through this latest rate hiking cycle, we've come to the conclusion that it would improve the usefulness of the disclosure if we included in the modeling the effect of deposit repricing lags. And so, we've done that and that just has the effect that I talked about – it increases the EaR number about $4 billion from minus $1.5 billion, which is roughly what it was last quarter and what it would've been this quarter without the change to something more like $2.5 billion.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_23.0
40,2023,Q2,23.0,2.0,"I just wanted to unpack a little bit more the drivers of the change you outlined that's coming in the 10-Q, Jeremy, regarding the asset sensitivity going from liability-sensitive to asset-sensitive, at least that's the way I read it. I just wanted to understand what the drivers of that is. So then…","All the usual caveats apply, right? I mean, it's never – the answer is going to always – for any given change in rates, the change in our NII is always going to be for one reason or another different from what that disclosure shows. But we do our best to make it easy.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Evasive,2023_Q2_23.0
41,2023,Q2,25.0,2.0,"Right. But you were saying earlier deposit betas you do anticipate are going to be accelerating from here, and that's part of the outlook for NII longer-term to normalize in the mid-70s. Is that right? Got it.","Yeah. I mean, basically, yes. If you have – if the next round is going to be the beta will be 30 to 40 to 50 bps, I mean, whatever the product is, yeah, that's the lag. And the $2.5 billion will go down over time as that actually happens – if rates actually go up. If rates don't actually go up, that $2.5 billion may be exactly $2.5 billion again.",Jamie Dimon,Chairman & Chief Executive Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_25.0
42,2023,Q2,25.0,3.0,"Right. But you were saying earlier deposit betas you do anticipate are going to be accelerating from here, and that's part of the outlook for NII longer-term to normalize in the mid-70s. Is that right? Got it.","Yeah, exactly. And what I was going to say, Betsy, is just that the projection of the $87 billion coming down to a significantly lower number contains both the element of internal migration as well as the potential, which is by no means guaranteed, of product-level reprice. And furthermore then, obviously the dynamics are a little bit different in the different business segments as you move from large corporate Wholesale to Consumer.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Evasive,2023_Q2_25.0
43,2023,Q2,26.0,2.0,"Good morning. So I'm in your camp that eventually consumers will want more deposit rate sensitivity here. But I guess what would make you change your rates meaningfully? So the top two banks have about 50% consumer market share, loan-to-deposit ratios are low. Your outlook for loan growth, and I think others, is fairly sluggish, at least outside of Card. I get that it's common sense, and that's what we've seen historically. But there really is this kind of big divergence among big banks and everybody else where the big banks just don't need to pay that much for deposits for a slew of reasons. So what would make you change that? Yeah. I mean, again, I 100% agree, but we've never seen kind of loans-to-deposit ratios for banks like yours this low, so you could just let deposits run off at a modest amount for quite some time and make the decision not to pay up. I mean, I've seen the trade-off that eventually you'll... Got it. Okay. All right. Thank you.","I think every bank is in a different position about what they need, and so you have a whole range of outcomes. But remember, we do this also by city, so you have different competition in Arizona – in Phoenix – than you have in Chicago, Illinois. And when you do have high interest rate products, so it's a combination of all those things. I wouldn't call it big bank versus small bank, and you're going to see when everyone reports who kind of paid up a little more for things and who didn't and things like that. So, look, guys, I would take it as a given. I think it's a mistake. There is very little pricing power in most of our business and betas are going to go up. Take it as a given. There is no circumstance that we've ever seen in the history of banking where rates didn't get to a certain point that you had to have competing products. And rates go up through migration or direct rates or movement to CDs or money market funds. We're going to have to compete for that – you already see it in parts of our business, and not in other parts.",Jamie Dimon,Chairman & Chief Executive Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_26.0
44,2023,Q2,27.0,1.0,"Morning. Jeremy, on page 4 of your presentation, you show some liquidity metrics. And there's been a meaningful deterioration, or I shouldn't say deterioration, depletion of some of that excess liquidity, obviously for First Republic primarily. So my question is how quickly do you want to rebuild that liquidity because as I look out towards 2024, there's probably a half dozen variables that are going to make liquidity a premium event – to have excess liquidity? So that's my first question. What's your plans for replenishing that liquidity?","Yeah. Charlie, so I know we talked about this a little bit at Investor Day, right? So as I said in my prepared remarks, yeah, we think about half of the change in the bank LCR number is a consequence of First Republic and the rest of it is just the expected decrease in system-wide deposits flowing through into our HQLA balances and the bank LCR ratio. So that's all entirely as expected and therefore, I think that the replenishing notion is not correct. In fact, obviously, we still have ample, ample liquidity. Now, if you want to project trends forward, that's a different story but that's sort of the business of banking. We'll adjust accordingly in terms of our asset and liability mix across different products and to ensure compliance to the ratios and fortress balance sheet principles as you would expect from us.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_27.0
45,2023,Q2,27.0,2.0,"Morning. Jeremy, on page 4 of your presentation, you show some liquidity metrics. And there's been a meaningful deterioration, or I shouldn't say deterioration, depletion of some of that excess liquidity, obviously for First Republic primarily. So my question is how quickly do you want to rebuild that liquidity because as I look out towards 2024, there's probably a half dozen variables that are going to make liquidity a premium event – to have excess liquidity? So that's my first question. What's your plans for replenishing that liquidity?","And I would just add to that – just look at the top of the page in the press release, $1.4 trillion of cash and marketable securities. Even if we get down to no excess, we're going to have like, I forgot the exact number, $1.2 trillion. I think we have excess liquidity, and the liquidity ratio is slightly something different. I think there's plenty of liquidity in the system and, of course, we do multiple things to change this overnight if we wanted to.",Jamie Dimon,Chairman & Chief Executive Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_27.0
46,2023,Q2,28.0,1.0,"All right. So sort of wrapped into that as a follow-up, if you take your $87 billion forecast for NII this year, and that implies at least one quarter of maybe $22 billion of NII, and you take your eventual forecast of mid-$70 billion of NII at some point in the future, that would imply at least one quarter of $18 billion of NII so that's about an 18% drop. And if you hold the balance sheet steady, you're talking about a 30-basis point drop in your margin, your NIM, to get from $22 billion to $18 billion. I mean, what is driving – is it really the deposit or are you thinking in terms of interest reversals as credit deteriorates or is it rebuilding of liquidity? I'm just trying to get a better sense of the impact is.","Yeah. Hey, Charlie. I would think about that as being really entirely a deposit story. It's just not that complicated, right? I think we did this – I think it was either in the fourth quarter or in the first quarter – where we put a little chart on a page, just very simple terms, that shows what the dollar consequences are of whatever – like 10-basis point change in deposit rate paid in terms of NII run rate. So whether it's as a consequence of migration from lower-yielding to higher-yielding, going from 0% to a 4% CD is obviously a big impact on margin. Or whether it's because savings reprices, relatively small changes in rate there are kind of a lot of money when you've got a couple trillion dollars of deposits. So it's really not any more complicated than that and that's why we're being so forceful about reminding people about what we expect that trajectory to be.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/jpm-2q23-earnings-call-transcript.pdf,Direct,2023_Q2_28.0
47,2023,Q3,1.0,1.0,"Hi, good morning. Jeremy, I was wondering if you could give us a little more color in what you're seeing so far on deposit reprice and migration. What's been better than expected so far on that front? And how do you see higher-for-longer rates potentially impacting deposit reprice pressure?","Sure. Thanks, John. I think the themes are pretty much the same as we've seen in prior quarters. So, as we talked a little bit about on the press call, we've been trying to be a little bit cautious about recognizing that we don't think the current levels are sustainable and we do think that we'll have to reprice in some pockets to some degree, maybe tiering or whatever at some point in the future. And, of course, that hasn't happened yet this year, so that's one factor. In the meantime, the CD strategy is working well. We're getting – continue to get very good feedback from the field and we're capturing money in motion, and so we're seeing the sort of internal migration and the associated slow increase in deposit rate paid as a result of CD migration. But that’s sort of working as we would have hoped and so everything is kind of playing out according to plan, I would say. In terms of higher-for-longer, I think it just means that there will continue to be upward pressure on deposit pricing both from internal migration and possibly moderate effects. And in the end, as we always say, we’re going to price products as a function of the competitive market environment.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/.ipynb_checkpoints/jpm-3q23-earnings-call-transcript-checkpoint.pdf,Direct,2023_Q3_1.0
48,2023,Q3,2.0,1.0,"And just as a follow up, it seems like you’ve done some securities repositioning the last couple quarters. How are you positioning the balance sheet in terms of cash and the securities portfolio, given your outlook for rates?","Yeah. I think I would say that while we're not predicting higher rates, I don't know if Jamie will have something to say here, we believe in being prepared for it and that's been our position for some time and, of course, that's produced good results. And we continue to try to position ourselves so that neither have significantly higher rates nor significant lower rates present a particularly large challenge to the company. So probably at the margin, we're still a little bit biased for slightly higher rates. But, do keep in mind that when modeling the duration of the balance sheet, higher rates do extend the duration or rather shorten the duration on the deposit side, so that can be a factor as well.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/.ipynb_checkpoints/jpm-3q23-earnings-call-transcript-checkpoint.pdf,Evasive,2023_Q3_2.0
49,2023,Q3,4.0,1.0,"Thanks for the color. Just for my follow up, on some of the regulatory commentary you provided. Certainly, a lot of helpful color in the slides, so thank you for that. If the proposal were to go through as written, what proportion of the inflation do you believe can be mitigated over time? And was also hoping you could provide some context as to the quantum of how you think CECL inclusion could potentially impact the SCB and CCAR. Very helpful color, Jeremy. Thanks for taking my question.","Yeah. Those are all good questions, Steve. I think it's probably too early to try to provide that level of quantification on either front. If I start first with the Basel III Endgame proposal, from our perspective, we're currently focused on advocating as aggressively as possible for the necessary changes. Some of which are what you might call philosophical in nature or some of the things I highlighted in my prepared remarks, but some of them are sort of very technical in nature, including things that we think might actually be mistakes in the proposal. And so talking a lot about optimizing away stuff that might change just feels like a bit premature at this point. I would point out that given how significant operational risk RWA is as part of the proposal, that is, you can think of that sort of as a generic tax across the entire spectrum and is therefore in some sense non-optimizable. So, we feel that it's important to manage expectations about the level of optimization that's possible, once the rule is finalized and hopefully some of the technical items are addressed. Also, it depends on your definition of optimization. Sometimes I use the term costless optimization, whereas these technical fixes that don’t affect revenue and don’t require you to exit businesses; I think that type of optimization will be harder to find than it has been in the past. But as we pointed out, we may simply need to exit things. And that will be because it is better than the alternative, which would be to do activity that’s shareholder value destructive but it won’t be costless. A good example of that is the renewable energy tax credit investment business, which as a result of the quadrupling of the risk weight, may no longer make sense. Now, that's one that we hope will be changed but it's tricky because those are very long duration assets. So between now and the rule is finalized, it raises some questions about whether we want to put that stuff on the balance sheet. So, sorry a bit of a long answer but then, yeah, on quantifying CECL and CCAR, I think we better wait for that one. Cause given the relative lack of transparency that we have into the Fed's exact modeling, in terms of which quarter is the peak and so on and so forth, it's a little bit hard to predict what the exact impact of putting CECL and CCAR is going to be. We just know probabilistically that it will, like everything else these days, tend to push capital higher.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/.ipynb_checkpoints/jpm-3q23-earnings-call-transcript-checkpoint.pdf,Direct,2023_Q3_4.0
50,2023,Q3,6.0,1.0,"That's helpful. And just going back to the details you laid out on Basel Endgame, maybe on the philosophical side I think Jamie was speaking last month, said that we don't expect any changes but at the same time, you make everything that makes sense in terms of the pushback. Is it all falling on deaf ears from a shareholder perspective? Are we resigned to the fact that we are going to see more towards the worst-case outcome play out or is there some level of sort of meeting in the middle of the road as this thing gets finalized? Got it. Thank you. BPI did, yeah. Operator: Thank you. Our next question comes from Ryan Kenny with Morgan Stanley. You may proceed.","Yeah. So I'll let Jamie speak for himself on that point, but our job is to advocate. We're not going to guess what the sentiment is in Washington. It's a thousand-page rule proposal, as you know. We've got the big team of very smart people studying it very closely. Interestingly, we noted recently that in some of the analysis that they did about the impact on lending, they sort of forgot about like – the Fed, in their preamble, they forgot about a $1 billion (sic) [trillion] of operational risk RWA. So it just highlights that there is the possibility, or seemed to have forgotten, they simply omitted the impact of the operational risk RWA on fees. So anyway, the point is it's long, it’s complicated, it’s technical. We do think there are probably some technical mistakes in there. We're not going to forcefully advocate on all of those. And while we disagree with a lot of this stuff, these are technical issues that should be, in some sense, resolved technically, and hopefully they'll listen.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/.ipynb_checkpoints/jpm-3q23-earnings-call-transcript-checkpoint.pdf,Evasive,2023_Q3_6.0
51,2023,Q3,7.0,1.0,Want to dig in on the NII side. So you raised the 2023 NII ex. Markets guidance by $2 billion for this year. So I know your comments in the press release suggest JPMorgan's over earning. So I just want to triangulate there. What does normalized NII look like? And do we get to normalized next year or later on? Got it.,"Yeah, a couple things. So, let me do the timing question first. So we're being very clear that we are not predicting when. When is going to be a function of the marketplace and the rate environment and competitive dynamics and so on and so forth. So we're just really just trying to remind everyone to not bank on the current run rates, which we just don't fundamentally think are sustainable. You'll be aware that before Investor Day earlier this year, we tried to quantify what we thought that kind of normalized range might look like, and we put a sort of mid-70s type number out there. And at Investor Day, we talked about how the acquisition of First Republic was going to push that number up a little bit, although there was some overlap and so on and so forth. So anyway, with the benefit of time and having everything settled in a little bit, if you sort of push us for that, kind of, what is that number now look like, we think it’s probably closer to about $80 billion, with all of the obvious caveats that this is a guess, and we don’t know when. But we’re just trying to point out that it’s quite a bit lower than the current run rate.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/.ipynb_checkpoints/jpm-3q23-earnings-call-transcript-checkpoint.pdf,Direct,2023_Q3_7.0
52,2023,Q3,11.0,1.0,"Very good. And then as a follow up, which ties into your answer on the deposit margin and consumer and your earlier comments you and Jamie about the internal debate inside JPMorgan about the migration of rates going higher on the funding side. Your non-interest-bearing deposits I think are around 28% of total deposits which is slightly above the 26% you guys had back in 2018 or 2019 or pre-pandemic. Is this expectation that you're going to see more of the non-interest-bearing deposits go into interest-bearing? Or, is it just the repricing of interest- bearing deposits that have some of your folks inside JPMorgan a little more cautious on that net interest income number?","Yeah. It's a good question, Gerard. I think it's a little bit bigger picture than that. And I'm not sure – I get your questions, a good question, but I'm not sure that the reported interest-bearing, non-interest-bearing split is the best lens to look at this through for a couple of reasons. So first, like between Wholesale and Retail, we've got some amount of non-interest-bearing and Wholesale that's part of the ECR product, so you see some dynamics there that play out. And in Consumer, in a world where savings is paying a relatively low-rate paid to cross-checking and savings, the migration dynamics are probably not that different right now. But then of course, even within Consumer across both consumers and small businesses, you've got slightly different dynamics in terms of how people manage their operating balances. So I would tend to zoom out a little bit and see this as a holistic answer, that's driven by internal migration from checking, savings to CDs, from ECR to interest-bearing and Wholesale and then our potential response to the rate environment, the competitive environment, the overall level of system-wide deposits in terms of product level reprice that may or may not happen in moments in the future.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/.ipynb_checkpoints/jpm-3q23-earnings-call-transcript-checkpoint.pdf,Direct,2023_Q3_11.0
53,2023,Q3,12.0,1.0,"Hi. Good morning. Jeremy, my first question is for you, again sort of maybe re-asking the question in a different way. Your new guide for net interest income for this year would imply an exit run rate of $22.9 billion in the fourth quarter. As we think about the dynamics in higher-for- longer, on one hand, your fixed rate assets will continue to reprice. On the other, you even asked a lot about the deposit dynamics that could continue to creep higher. How do we think about those puts and takes as we think about that relative to that exit rate of $22.9 billion in the fourth quarter?","Yeah. So, Erika, I think the simple answer to your question is I believe that fourth quarter exit number equates to a $90 billion run rate ex. Markets and we're kind of saying...",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/.ipynb_checkpoints/jpm-3q23-earnings-call-transcript-checkpoint.pdf,Direct,2023_Q3_12.0
54,2023,Q3,12.0,7.0,"Hi. Good morning. Jeremy, my first question is for you, again sort of maybe re-asking the question in a different way. Your new guide for net interest income for this year would imply an exit run rate of $22.9 billion in the fourth quarter. As we think about the dynamics in higher-for- longer, on one hand, your fixed rate assets will continue to reprice. On the other, you even asked a lot about the deposit dynamics that could continue to creep higher. How do we think about those puts and takes as we think about that relative to that exit rate of $22.9 billion in the fourth quarter?","So call it $90 billion run rate on an exit rate basis, and we're saying that we think something a bit more normal is closer to $80 billion, so that's one building block. Underneath that, I think one thing that's interesting actually, is that as the percentage of the deposits which are CDs increases, the sort of balance between internal migration and betas and rate and volume, it's a little bit less binary and a little bit smoother, so when we look at this type of stuff and we model migration, balances, product level reprice, as you get out of that lower zero bound with 0% CD mix world, things get a little bit smoother, I would say, overall. So it'll be interesting to watch that, but it's obviously one of the most important things for us as a company right now and we do everything we can to manage it, but it's also worth remembering that the big picture point is just the client franchise and as we've often said, we're very focused on primary bank relationships and we didn't lose any of those in the last cycle, and we're not planning to lose any in this cycle, and that's what sort of a long-term focus means for us.",Jeremy Barnum,Chief Financial Officer,banker,data/raw/jpm/.ipynb_checkpoints/jpm-3q23-earnings-call-transcript-checkpoint.pdf,Evasive,2023_Q3_12.0
55,2023,Q3,12.0,8.0,"Hi. Good morning. Jeremy, my first question is for you, again sort of maybe re-asking the question in a different way. Your new guide for net interest income for this year would imply an exit run rate of $22.9 billion in the fourth quarter. As we think about the dynamics in higher-for- longer, on one hand, your fixed rate assets will continue to reprice. On the other, you even asked a lot about the deposit dynamics that could continue to creep higher. How do we think about those puts and takes as we think about that relative to that exit rate of $22.9 billion in the fourth quarter?","And I would just add quantitative tightening in there. That will be a large number, and we don't exactly know the effect, where wholesale, consumer as – remember also the Fed has the RRP program which is also sucking money into the Fed directly and reducing deposits. That's still a trillion too.",Jamie Dimon,Chairman & Chief Executive Officer,banker,data/raw/jpm/.ipynb_checkpoints/jpm-3q23-earnings-call-transcript-checkpoint.pdf,Direct,2023_Q3_12.0
