bank,year,quarter,question_number,question_text,answer_text,pra_categories,pra_sim,qa_similarity,hedge_count,ans_to_q_len_ratio,fk_grade_answer,evasion_score,evasive_flag
JPM,2023,Q3,14.0,,"Go ahead, Jeremy. You want to start? Okay. So, I mean, on green shoots, you'll just note that our comments are cautious. I mean, there is momentum. I do think we are a little bit more optimistic than we were, but obviously, markets have been bumpy, both equity markets and rate markets have been very whippy recently. So we don't want to get too carried away with optimism here. We are coming in off a very low base and so there's a hope and an expectation that we are on the path to normalization and improvement. And of course, the overall economic picture at least currently looks solid, this sort of immaculate disinflation trade is actually happening. So those are all reasons to be a little bit optimistic in the near-term, but it's tempered with quite a bit of caution. So I would add a question. There has been an extraordinary amount of fiscal monetary stimulus still in the system, and you can't look at, and of course, it can drive markets in sentiment and sales and profits and all that, but you can't stay like this forever. Between QT, if you never had and how much the fiscal stimulus could continue at this rate before you have kind of the crowding out kind of factor. So I think people have to be very cautious, and of course, the geopolitics I think is just an extraordinary issue we have to deal with. How do you prepare the company for that? We do 100 stress tests a week, and we do multiple views of it, including geopolitical problems, interest rate problems, but usually, geopolitics presents itself as a deep recession or a mild recession, or a recession part of the world, or markets going down a lot, and because markets do well is not a reason, ever, to say that they are going to continue to do well. If you don't believe me, remember 1987, 1990, 1994, the year 2000, the year 2009, and people don't predict those inflection points. But my caution is that we are facing so many uncertainties out there. You just got to be very cautious with what you're facing. And like I said, the other thing about the green shoots, regardless of that, we try to run the company so that we serve the clients day in and day out, better products and better services, securely, safely, and all those things, so that's the ultimate goal. We know there are going to be bad times. That's not a surprise that there are going to be bad times. We don't always know how they're coming, and where they're coming from, but we'll keep on serving clients and doing good for clients, you can build a good business kind of separate from what it does to your returns. That's a slightly different issue at this point, but we'll deal with that too when we figure out what to do. Thanks, Glenn. Operator: Thank you. Our next question comes from Mike Mayo with Wells Fargo Securities. You may proceed. Go ahead, Jeremy. You want to start? Okay. So, I mean, on green shoots, you'll just note that our comments are cautious. I mean, there is momentum. I do think we are a little bit more optimistic than we were, but obviously, markets have been bumpy, both equity markets and rate markets have been very whippy recently. So we don't want to get too carried away with optimism here. We are coming in off a very low base and so there's a hope and an expectation that we are on the path to normalization and improvement. And of course, the overall economic picture at least currently looks solid, this sort of immaculate disinflation trade is actually happening. So those are all reasons to be a little bit optimistic in the near-term, but it's tempered with quite a bit of caution. So I would add a question. There has been an extraordinary amount of fiscal monetary stimulus still in the system, and you can't look at, and of course, it can drive markets in sentiment and sales and profits and all that, but you can't stay like this forever. Between QT, if you never had and how much the fiscal stimulus could continue at this rate before you have kind of the crowding out kind of factor. So I think people have to be very cautious, and of course, the geopolitics I think is just an extraordinary issue we have to deal with. How do you prepare the company for that? We do 100 stress tests a week, and we do multiple views of it, including geopolitical problems, interest rate problems, but usually, geopolitics presents itself as a deep recession or a mild recession, or a recession part of the world, or markets going down a lot, and because markets do well is not a reason, ever, to say that they are going to continue to do well. If you don't believe me, remember 1987, 1990, 1994, the year 2000, the year 2009, and people don't predict those inflection points. But my caution is that we are facing so many uncertainties out there. You just got to be very cautious with what you're facing. And like I said, the other thing about the green shoots, regardless of that, we try to run the company so that we serve the clients day in and day out, better products and better services, securely, safely, and all those things, so that's the ultimate goal. We know there are going to be bad times. That's not a surprise that there are going to be bad times. We don't always know how they're coming, and where they're coming from, but we'll keep on serving clients and doing good for clients, you can build a good business kind of separate from what it does to your returns. That's a slightly different issue at this point, but we'll deal with that too when we figure out what to do. Thanks, Glenn. Operator: Thank you. Our next question comes from Mike Mayo with Wells Fargo Securities. You may proceed.","['Market risk', 'Liquidity']",0.2948244512081146,0.08425309,5,5588.0,,0.8001999855041504,True
JPM,2023,Q3,15.0,,"Yes. Let me do digital banking, Mike. I spent some time on this actually a couple weeks ago. And it's interesting to note this sort of extent to which the growth in digitally engaged consumers is higher than the overall growth in consumer accounts, meaning that we're continuing to increase the percentage of our consumers that are digitally engaged. And it sort of goes back to my prior point... Jamie Dimon Chairman & Chief Executive Officer, JPMorgan Chase & Co. But the percent who are digital only is much lower than that. nan For sure. For sure. Which actually links to the broader point that what – in terms of your question about how much is this helping the current NII story, it goes to the larger point of it holistic through the cycle, multichannel, fully engaged customer strategy which requires a lot of investment in branches, obviously, but also in digital services of all sorts. So in many ways, you can see the current environment as a little bit of a payoff of that investment. But that's not like, therefore, we stop investing, obviously. So I guess that's part of the answer. And I guess your other question is the benefits of being the biggest tech spender. I just think like it's sort of mandatory, right? I mean we're big and it's a very technology-centric business, and the world is competitive, and everything is changing. Younger generations have different expectations, and we have to be nimble, and we have to be on our front foot. And otherwise, we risk getting severely disrupted. So I don't know if Jamie wants to add anything. Just the competition, when we look at it, it's Wells, who's coming back, which I'm happy for you guys. It's obviously Marcus, it's Apple, it's Chime, it's Dave. There are a lot of people coming up after these businesses in different ways, and there some have been quite successful. It's Stripe in payments. And so we want to be very good and very competitive. Some of that tech spending is things which are almost a sine qua non, which is cybersecurity, data center resiliency, regulatory requirements, and things like that, which we simply are going to do and be very, very good at to protect the company. Yes. Let me do digital banking, Mike. I spent some time on this actually a couple weeks ago. And it's interesting to note this sort of extent to which the growth in digitally engaged consumers is higher than the overall growth in consumer accounts, meaning that we're continuing to increase the percentage of our consumers that are digitally engaged. And it sort of goes back to my prior point... Jamie Dimon Chairman & Chief Executive Officer, JPMorgan Chase & Co. But the percent who are digital only is much lower than that. nan For sure. For sure. Which actually links to the broader point that what – in terms of your question about how much is this helping the current NII story, it goes to the larger point of it holistic through the cycle, multichannel, fully engaged customer strategy which requires a lot of investment in branches, obviously, but also in digital services of all sorts. So in many ways, you can see the current environment as a little bit of a payoff of that investment. But that's not like, therefore, we stop investing, obviously. So I guess that's part of the answer. And I guess your other question is the benefits of being the biggest tech spender. I just think like it's sort of mandatory, right? I mean we're big and it's a very technology-centric business, and the world is competitive, and everything is changing. Younger generations have different expectations, and we have to be nimble, and we have to be on our front foot. And otherwise, we risk getting severely disrupted. So I don't know if Jamie wants to add anything. Just the competition, when we look at it, it's Wells, who's coming back, which I'm happy for you guys. It's obviously Marcus, it's Apple, it's Chime, it's Dave. There are a lot of people coming up after these businesses in different ways, and there some have been quite successful. It's Stripe in payments. And so we want to be very good and very competitive. Some of that tech spending is things which are almost a sine qua non, which is cybersecurity, data center resiliency, regulatory requirements, and things like that, which we simply are going to do and be very, very good at to protect the company.","['Liquidity', 'Market risk']",0.27005475759506226,0.08326987,2,4334.0,,0.8014000058174133,True
JPM,2023,Q3,16.0,,"Oh, I don't agree with that statement. Banks have an extraordinary amount of proprietary data in addition to when you do like a large language model, that's public data, looking at everything on the internet or everything that's ever been published or something like that. But AI is an extraordinarily good tool to use. We just put a woman who's running it at our table. So it's data analytics, AI, et cetera. And there are multiple types of AI. So we use AI for risk, fraud, marketing, prospecting. And the management team's getting better and better at saying how can we use the data to do a better job to reduce errors, to serve clients better, to have a salesperson have co-pilots so they know to widen the client's coin or something like that. And so, we simply have to do it. Does it create opportunity for disruptors to come in? Yeah, of course. That's always been true with technology. And, but, we'll be quite good at it. Oh, I don't agree with that statement. Banks have an extraordinary amount of proprietary data in addition to when you do like a large language model, that's public data, looking at everything on the internet or everything that's ever been published or something like that. But AI is an extraordinarily good tool to use. We just put a woman who's running it at our table. So it's data analytics, AI, et cetera. And there are multiple types of AI. So we use AI for risk, fraud, marketing, prospecting. And the management team's getting better and better at saying how can we use the data to do a better job to reduce errors, to serve clients better, to have a salesperson have co-pilots so they know to widen the client's coin or something like that. And so, we simply have to do it. Does it create opportunity for disruptors to come in? Yeah, of course. That's always been true with technology. And, but, we'll be quite good at it.","['Liquidity', 'Market risk']",0.2886938154697418,0.013349969,0,1862.0,,0.6341999769210815,False
JPM,2023,Q3,17.0,All right. Thank you. All right. Thank you.,"Yeah. Now because you did ask a little bit about the expense outlook for next year. So I think at the conference we said, I think the consensus was $88 billion, but we're still going through the budget process, et cetera, et cetera. So that's still true. I think we're still kind of in the ballpark, but I would say at the margin there's going to be a little bit of upward pressure. Jamie Dimon Chairman & Chief Executive Officer, JPMorgan Chase & Co. Is that for First Republic too, or no? nan Yeah, this is all now including First Republic. And I think there will be a little bit of upward pressure on that as we sort of do our usual thing and look at all of the opportunities that we see and the investments that we want to make. So no surprise in that sense that we're going to invest prudently. Nothing dramatic, but probably a little bit of upward pressure at the margin. Yeah. Now because you did ask a little bit about the expense outlook for next year. So I think at the conference we said, I think the consensus was $88 billion, but we're still going through the budget process, et cetera, et cetera. So that's still true. I think we're still kind of in the ballpark, but I would say at the margin there's going to be a little bit of upward pressure. Jamie Dimon Chairman & Chief Executive Officer, JPMorgan Chase & Co. Is that for First Republic too, or no? nan Yeah, this is all now including First Republic. And I think there will be a little bit of upward pressure on that as we sort of do our usual thing and look at all of the opportunities that we see and the investments that we want to make. So no surprise in that sense that we're going to invest prudently. Nothing dramatic, but probably a little bit of upward pressure at the margin.","['Market risk', 'Liquidity']",0.24608787894248962,0.10528763,4,39.90909090909091,,0.7753000259399414,True
JPM,2023,Q3,18.0,,"Can I just answer that real quickly? We don't really know. It's a one-sided conversation generally. They say put it in your comments, so everyone is going to put in extensive comments, kind of like you heard from Jeremy and we don't really know. We don't really know what's going on inside the Fed, how many people get involved. In my view, it's become a very politicized process as opposed to the technical analysis I think is required to do it exactly right. So we'll see. Can I just answer that real quickly? We don't really know. It's a one-sided conversation generally. They say put it in your comments, so everyone is going to put in extensive comments, kind of like you heard from Jeremy and we don't really know. We don't really know what's going on inside the Fed, how many people get involved. In my view, it's become a very politicized process as opposed to the technical analysis I think is required to do it exactly right. So we'll see.","['Governance', 'Liquidity']",0.2566738724708557,0.11795078,2,950.0,,0.7602999806404114,True
JPM,2023,Q3,19.0,Right. That's helpful. Thanks. Operator: Thank you. Our last question comes from Matt O'Connor with Deutsche Bank. Your line is open. Right. That's helpful. Thanks. Operator: Thank you. Our last question comes from Matt O'Connor with Deutsche Bank. Your line is open.,"I think so if you look at Markets alone, it's a huge, I think 60%, increase in capital. And if you look at it, you can do that by product. For some products it's worse than for others, but generally it's bad across all products. But the really important thing is market making is a critical function and if you look at the world, only some of these large market makers who could make markets for governments, hospitals, cities, schools, states, IMF, World Bank, BlackRock, Blackstone, and all those various things who buy and sell for their clients in size. And market makers have a different function than hedge funds, and I don't know what the real intent was with this. This is another one I think that needs to be really thought through with what are you trying to accomplish. We do market making quite safe. We've never lost the kind of money that people talk about in market making in the global market shock or something like that, but the other thing about market making, I do agree, it could actually force some people out. It will force lower positions which is why I think it's a little risky, but it may also force more consolidation. And so clients, since they need it so much, there may be consolidation in an unintended way in market making and obviously more volatile markets because with all the constraints, with the LCR, SLR, capital, et cetera, you will constantly be up against limitations in what you can do. Yeah. And I think that last point of Jamie's is particularly important because, sure, if you want, you can construct what I would consider a very optimistic argument that the higher cost of doing business will lead smaller scale players to exit and that's a share gain opportunity for us, but if I refer back to the comments about the disincentives to beneficial diversification and scale, getting bigger, especially in markets is quite expensive from, for example, a GSIB perspective, and so you wind up kind of hemmed in on all sides which is one of the reasons why we're sort of highlighting, but it does seem like the only way out, sometimes, when you look at the cumulative effect of everything that's happened in markets over the last 15 years, is a fundamentally very different system, and while obviously... Great opportunity for European market makers. I mean, a great opportunity, like they can do repo and FX and swaps and credit and stuff with 30% less capital. That is a big difference in that kind of business. I think so if you look at Markets alone, it's a huge, I think 60%, increase in capital. And if you look at it, you can do that by product. For some products it's worse than for others, but generally it's bad across all products. But the really important thing is market making is a critical function and if you look at the world, only some of these large market makers who could make markets for governments, hospitals, cities, schools, states, IMF, World Bank, BlackRock, Blackstone, and all those various things who buy and sell for their clients in size. And market makers have a different function than hedge funds, and I don't know what the real intent was with this. This is another one I think that needs to be really thought through with what are you trying to accomplish. We do market making quite safe. We've never lost the kind of money that people talk about in market making in the global market shock or something like that, but the other thing about market making, I do agree, it could actually force some people out. It will force lower positions which is why I think it's a little risky, but it may also force more consolidation. And so clients, since they need it so much, there may be consolidation in an unintended way in market making and obviously more volatile markets because with all the constraints, with the LCR, SLR, capital, et cetera, you will constantly be up against limitations in what you can do. Yeah. And I think that last point of Jamie's is particularly important because, sure, if you want, you can construct what I would consider a very optimistic argument that the higher cost of doing business will lead smaller scale players to exit and that's a share gain opportunity for us, but if I refer back to the comments about the disincentives to beneficial diversification and scale, getting bigger, especially in markets is quite expensive from, for example, a GSIB perspective, and so you wind up kind of hemmed in on all sides which is one of the reasons why we're sort of highlighting, but it does seem like the only way out, sometimes, when you look at the cumulative effect of everything that's happened in markets over the last 15 years, is a fundamentally very different system, and while obviously... Great opportunity for European market makers. I mean, a great opportunity, like they can do repo and FX and swaps and credit and stuff with 30% less capital. That is a big difference in that kind of business.","['Market risk', 'Credit risk', 'Liquidity']",0.48451152443885803,0.04191921,4,18.328358208955223,,0.8503999710083008,True
JPM,2023,Q3,20.0,,"Yeah. I mean, I wish I had sort of an answer that fit better into your framework. But in some fundamental sense, we just kind of don't agree with the framework in the sense that and we've been through this over the last couple of years, right? In a world where rates drop very suddenly and recover like quite dramatically, and credit becomes abnormally good and then rebounds, and you've seen these very significant fluctuations in capital markets. We saw that in 2021 going into 2022 where the revenue environment can change a lot in the short term for reasons that can be largely out of your control. And while of course there are parts of our expense base, which are in the short term directly sensitive to the revenue environment and some of those adjust naturally and some of them we adjust more forcefully as a function of volumes, but other things are much more structural. And the goal is to make sure that those other things are sized appropriately to what we believe sustainable through the cycle returns are. So we're always very focused on cost. You can be rest assured of that. That discipline internally is as aggressive as ever as we go through the budget cycle. But there are long-term plays and you really shouldn’t expect us to see trying to generate cosmetically lower costs in response to a lower revenue environment where we didn’t balloon the costs when the revenue became as we’ve argued unsustainably high. Yeah. I mean, I wish I had sort of an answer that fit better into your framework. But in some fundamental sense, we just kind of don't agree with the framework in the sense that and we've been through this over the last couple of years, right? In a world where rates drop very suddenly and recover like quite dramatically, and credit becomes abnormally good and then rebounds, and you've seen these very significant fluctuations in capital markets. We saw that in 2021 going into 2022 where the revenue environment can change a lot in the short term for reasons that can be largely out of your control. And while of course there are parts of our expense base, which are in the short term directly sensitive to the revenue environment and some of those adjust naturally and some of them we adjust more forcefully as a function of volumes, but other things are much more structural. And the goal is to make sure that those other things are sized appropriately to what we believe sustainable through the cycle returns are. So we're always very focused on cost. You can be rest assured of that. That discipline internally is as aggressive as ever as we go through the budget cycle. But there are long-term plays and you really shouldn’t expect us to see trying to generate cosmetically lower costs in response to a lower revenue environment where we didn’t balloon the costs when the revenue became as we’ve argued unsustainably high.","['Market risk', 'Credit risk', 'Capital risk', 'Liquidity']",0.2641891837120056,0.016365143,3,2862.0,,0.8805999755859375,True
JPM,2023,Q3,21.0,,"Yeah. So you're right about the contribution and about the run-off of loans, and it is notable the First Republic related net income that we've printed this quarter – so the first thing to say is that we don't think that that First Republic related net income number from this quarter is a sustainable indicator of the future run rate. Some of the same dynamics that we've just talked about, in particular, over-earning on deposits or sort of above normal on deposit margins, also apply to the First Republic franchise to some degree. So we would expect that to normalize. And probably more significantly as the things you alluded to, we do have some accelerated pull to par on some of the commitments that we took on at a fair value discount as part of the acquisition, so that's a short-term tailwind in the revenue that will come out of that over the next few quarters. And yeah, in terms of how it's going overall and deepening the relationships, that remains a focus and I think more of that will happen as we continue the integration and we continue stabilizing. And yeah, I think as I said on the press call, things are going well arguably a little bit better than we'd sort of modeled as part of the acquisition, and we're happy to see that. Yeah. So you're right about the contribution and about the run-off of loans, and it is notable the First Republic related net income that we've printed this quarter – so the first thing to say is that we don't think that that First Republic related net income number from this quarter is a sustainable indicator of the future run rate. Some of the same dynamics that we've just talked about, in particular, over-earning on deposits or sort of above normal on deposit margins, also apply to the First Republic franchise to some degree. So we would expect that to normalize. And probably more significantly as the things you alluded to, we do have some accelerated pull to par on some of the commitments that we took on at a fair value discount as part of the acquisition, so that's a short-term tailwind in the revenue that will come out of that over the next few quarters. And yeah, in terms of how it's going overall and deepening the relationships, that remains a focus and I think more of that will happen as we continue the integration and we continue stabilizing. And yeah, I think as I said on the press call, things are going well arguably a little bit better than we'd sort of modeled as part of the acquisition, and we're happy to see that.","['Liquidity risk', 'Liquidity', 'Market risk']",0.2267434000968933,0.035785835,3,2500.0,,0.8575999736785889,True
JPM,2023,Q4,1.0,,"Yeah. Matt, not particularly updating. I think you're referring to that $80 billion number that we'd put out there, and I wouldn't exactly describe that as an outlook. I think it's more just a number that we put out there to try to quantify a little bit the extent of the over earning. So, not particularly necessary to revise the number. But I just would point out, again, as we highlight on the page, and as I highlighted in the prepared remarks, that when you look at that $94 billion exit rate and full year guidance of $88 billion, that implies obviously exiting below $88 billion and some significant sequential decline. So, in that sense, you can see us kind of marching on the path to that $80 billion. Whether we ever get to the $80 billion or not and when is maybe a topic for later in the year or next year.","['Market risk', 'Liquidity']",0.2613396644592285,0.08482601,3,819.0,,0.7994999885559082,True
JPM,2023,Q4,2.0,,"Yeah. Good question. And I think you framed it exactly correctly in the sense that we obviously have a lot of buyback capacity in general based on our organic capital generation. So, the normal capital hierarchy will apply. But for now, we plan to remain on a modest pace of buybacks consistent with that kind of $2 billion net buyback a quarter number that we've talked about and that you've seen us do, in light of the – probably the need to continue building to have a bit of a buffer, as you said, the uncertainty about the finalization of the rules. And also just as a reminder, the SCB is probably a little bit low right now and has been quite volatile. So, that's another factor that we need to keep in mind. Thanks, Matt. Operator: Next, we'll go to the line of John McDonald from Autonomous Research. You may proceed..","['Capital risk', 'Capital adequacy', 'Market risk']",0.3642251491546631,0.04769443,4,828.0,,0.843500018119812,True
JPM,2023,Q4,3.0,,"Yeah. Actually, John, this quarter, that's all like pretty quiet. So, the weighted average unemployment rate number is still 5.5%. We didn't have any really big revisions in the macro outlook driving the numbers, and our skew remains as it has been – a little bit skewed to the downside. Just recognizing that we still see risks being elevated, which obviously you can see that skew in the difference between the weighted average unemployment of 5.5%, and what's in our central outlook, which I think is something like 4.6% (sic) [4.4%] peak of the current levels.","['Capital adequacy', 'Market risk']",0.18773159384727478,0.035078928,2,565.0,,0.8585000038146973,True
JPM,2023,Q4,4.0,"Okay. Thanks. Operator: Next, we'll go to the line of Jim Mitchell from Seaport Global Securities. You may proceed.","Sure. Yeah, happy to do that, John. So, I think probably the best way to do this is to look at our EaR numbers. So, as you know, we don't update that until the Q. But on an estimated basis, it's going to be a little bit lower. So, I think something like $1.9 billion as opposed to $2.1 billion. So, just round numbers, about $2 billion in EaR. I think, empirically, the number is maybe a little higher than that just because even though we do model lags in the EaR, we've been seeing the lag effect be a little bit bigger. But just crudely, I think as I noted, we do remain asset-sensitive. That's one way to quantify it. I would say the empirical number would maybe be a little higher than that, and hopefully, that gives you enough to work with.","['Market risk', 'Liquidity']",0.320345014333725,0.0873408,2,6.448275862068965,,0.7965999841690063,True
JPM,2023,Q4,5.0,"Right. Okay. Thanks a lot. Operator: Next, we'll go to the line of Ebrahim Poonawala from Bank of America Merrill Lynch. You may proceed.","Yeah. Both good questions. So let's do reprice first. So, I think all else equal, this more dovish Fed environment and these six cuts has the effect of taking a little bit of pressure off the reprice, especially product-level reprice. At the same time, we do continue to expect internal migration, particularly out of checking and savings into CDs, and in Wholesale, a little bit of ongoing migration out of non-interest-bearing into interest-bearing. And that trajectory, I would expect to continue even in a lower rate environment. So, as a result, if you look at weighted average rate paid, for example, for the consumer deposit franchise, we would actually expect that number to be a little bit higher, just even in a world with six cuts. And that's actually intuitive when you think about it, as people continue migrating into CDs, but maybe a little non-intuitive if you're kind of trying to do beta type math with like change in rates and change in rate paid. It gets a little bit non-intuitive. And then, in terms of balances, yeah, you'll note that I said that our outlook is for balances to be very modestly down, which when you consider the QT, despite the various speculations about having it slow down later in the year, continues and that loan growth in the system as a whole is expected to be quite muted. It's a pretty modest decline outlook consistent with the lower rates. So, I kind of agree with you that this environment is at the margin, a little bit more supportive for system-wide deposit balances. And then, obviously, we continue to be optimistic about our ability to take share in deposits based on our customer value proposition across all of our different businesses.","['Liquidity risk', 'Market risk', 'Liquidity']",0.3312249481678009,0.1809423,3,12.297101449275363,,0.685699999332428,True
JPM,2023,Q4,6.0,,"Right. Okay, Ebrahim. So, I think a lot of those things aren't actually mutually exclusive. So, statement one, I think it's uncontroversial that the economic outlook has evolved to include a significantly higher probability of a soft landing. That's, I think, the consensus at this point. So, whether you believe it or not is a separate issue, but I think that is the consensus. In terms of consumer resilience, I made some comments about this on the press call. The way we see it, the consumer is fine. All of the relevant metrics are now effectively normalized. And the question really, in light of the fact that cash buffers are now also normal, but that that means that consumers have been spending more than they're taking in, is how that spending behavior adjusts as we go into the new year in a world where their cash buffers are less comfortable than they were. So, one can speculate about different trajectories that that could take. But I do think it's important to take a step back and remind ourselves that consistent with that soft landing view, just in the central case modeling – obviously, we always worry about the tail scenarios – is a very strong labor market. And a very strong labor market means, all else equal, strong consumer credit. So, that's how we see the world.","['Capital risk', 'Market risk', 'Liquidity']",0.2708229422569275,0.040608335,2,1291.0,,0.8518999814987183,True
JPM,2023,Q4,7.0,"Got it. Thank you. . Operator: Next, we'll go to the line of Erika Najarian from UBS. You may proceed.","Yeah. So, good question on the multi-family, and the short answer is that, for us, it's pretty uncontroversially no – no bleed-through. And the reason is that while we are aware of some of the pressure on multi-family, that's in kind of different markets from the ones that we are actually big in. So, it's higher-end stuff in much less supply constrained markets that is under more pressure. And as you know, our multi-family portfolio is much more affordable, supply constrained markets. And so, the performance there remains really very robust.","['Market risk', 'Liquidity']",0.32100045680999756,-0.06017077,2,5.320388349514563,,0.8698,True
JPM,2023,Q4,8.0,,"Yeah. Erika, that's a good question. And I understand what you're asking – why you're asking it. I think the answer is going to be a little bit unsatisfying, which is that this is classic decision-making under uncertainty and it's kind of a probabilistic cloud of a variety of different factors. But, all the ingredients that you've listed are the right ingredients; right, very strong organic capital generation, uncertainty about the finalization of the rule, uncertainty about the SCB requirements, and obviously, our normal capital hierarchy, which is that buybacks are always at the bottom of the hierarchy after we're done using the capital for our other priorities. So, I think what I said previously stands, which is that we're sticking with the modest pace for now. But obviously, we have a lot of flexibility to adjust that whenever we want under the current regime, and we may well do that.","['Capital risk', 'Governance', 'Risk management']",0.36656975746154785,0.012417171,3,902.0,,0.8852999806404114,True
JPM,2023,Q4,9.0,"Thank you. Operator: Next, we'll go to the line of Mike Mayo from Wells Fargo Securities. You may proceed.","A little bit of that is in there, yeah. So, you would see that. We often talk about the volume in revenue related category, and I think in my prepared remarks, you will have noted that I talked about a $1 billion increase in that category year-on-year as a result of an improved NIR outlook. So, the hope and expectation of a continued rebound in the investment banking wallet and our share of that is part of that.","['Liquidity', 'Market risk']",0.31801414489746094,0.27083743,2,3.8878504672897196,,0.48539999127388,False
JPM,2023,Q4,10.0,,"Yeah. Mike, thanks for the question. And yeah – and of course, you will, as I noted, be hearing more from us at Investor Day and between now and Investor Day. But I will take a little bit of extra time here to answer your question, because you're right, it's important to give you the transparency. And I'm going to follow the structure that we used on the page and go through each line of business. So, starting with CCB, it's the biggest dollar driver overall. It's an 8% increase year-on-year, which is about the same as we had last year. One key driver is the branch strategy and the associated staff for that. In 2023, we built 166 new branches, and we're planning about a similar number this year. Marketing is also a driver. We're seeing great opportunities, great demand and engagement in our Card products. And so, that shows up in marketing. And as you well know, our wealth strategy in CCB remains a big focus and priority. I think it's worth noting here, right, that as we've talked about and as you know, Mike, some of our investments are designed to produce short- term payoffs and some of them are much longer-term and some of them are just table stakes. But we actually see quite a bit of evidence of current payoffs in our current results in the CCB investment. So, for example, in 2023, we had 2 million net new checking accounts. We had an 8% growth in active card accounts. And over the last three years, we've increased deposit market share by 180 basis points. So, as we've often said about the company as a whole, we're very happy to be producing very good current returns and growth while investing for the future. In AWM, continued client advisor hiring is a key driver, as well as making sure that both the advisors and all of their new clients have the support that they need. And a little bit to the prior question, in AWM, we also have a little bit of volume and revenue-related driver tied to an improved revenue outlook. The Commercial Bank is an interesting story in the sense that about half of it is the exit rate impact of ads that we did in the middle of the year based on market disruption and all the kind of new clients and new loans that we saw and the need to support that across the entire ecosystem. As well as the fact that that created an opportunity in the middle of the year to accelerate our longstanding and preexisting innovation economy strategy. So, we took some opportunities to onboard some key teams in different parts of the franchise. And then, as you look into 2024, it's really pretty consistent themes to the ones that we had before, including hiring bankers both domestically and internationally. The CIB story is a little bit different. The percentage growth there is lower, which recognizes, I think, both our very, very strong share positions as a starting point and also the fact that we've been investing quite aggressively for some time in the Payments business, which has produced meaningful payoffs already there in terms of significant share gains. So, as a result, the biggest driver in the CIB is really generic inflation, including labor as well as, again to the prior question, volume and revenue-related increases tied to the improved NIR outlook. And I do want to say for the avoidance of doubt that despite all of this, our core strategy of looking very granularly at all the areas of strength and weakness and making sure that we're upgrading where appropriate to have absolutely the best talent in the CIB remains fully in effect. Finally, you'll note that I haven't actually talked about technology in any of the businesses, and that's actually because even though all of the businesses in various ways are investing in technology and spending money on it, the drivers are actually very consistent across the entire firm, even though it's very bottoms-up driven. And those drivers are consistent with what they've been, new products, features and customer platforms, as well as modernization. So, that's happening throughout the company both at the app level and otherwise. And I will say actually in closing, talking about technology – which I think is interesting – that to the point about a driver being growth writ large, one of the things that we see is higher volume-related technology expense throughout the company. So, thanks for the question, Mike. It was a good opportunity to give you guys a bit more color here.","['Operational risk', 'Market risk', 'Credit risk']",0.37048250436782837,0.10325544,4,4405.0,,0.7777000069618225,True
JPM,2023,Q4,11.0,All right. Thank you.,"Yeah, sure. So, let me address the AI point, and I think maybe I won't go into a lot of quantitative detail on this stuff and I'll save that for Investor Day, if you don't mind. But, I will address the AI point. So, as you may be aware, we actually have Teresa Heitsenrether now running the AI strategy for the company as a member of the Operating Committee, which I think is an indication of the priority that we place on this, and in partnership with Lori and all of the technology organization. So, I think that – I think of this as being a little bit barbelled, where on the one hand, we're very excited about this. There's clearly some very significant opportunities, not for nothing, starting with technology developers themselves in terms of the opportunity for significantly increased productivity there. At the same time, we're JPMorgan Chase. We're not going to be chasing shiny objects here in AI. We want to do this in an extremely disciplined way, it's very commercial and very linked to tangible outcomes. And so, the current focus is on making sure we have a contained, well-chosen list of high-impact use cases and that we're throwing resources at those in the right way, that's extremely pragmatic and disciplined, and we're holding ourselves accountable for actual results. Thanks, Mike. Operator: Next, we'll go to the line of Gerard Cassidy from RBC Capital Markets. You may proceed.","['Operational risk', 'Capital risk', 'Risk management']",0.24978961050510406,0.033704445,2,63.81818181818182,,0.8600999712944031,True
JPM,2023,Q4,13.0,,"Yeah. Gerard, I wish the answer were more interesting, but it's just our practice. We just always use the forward curve for our outlook, and that's what's in there.","['Operational risk', 'Market risk']",0.16738994419574738,0.092653014,0,165.0,,0.5403000116348267,False
JPM,2023,Q4,14.0,,"Yeah. Good question, Gerard. I mean, I think you've heard Jamie talk about this a lot. QT is obviously a big focus and one of the complicating elements that we have in the current environment. I think that the math is the math in the sense that QT, all else equal, is withdrawing from system-wide deposits. In the last six months of this year, that's been offset, hopefully, by a reduction in the size of RRP. And so, that's been supportive of system-wide deposits. As we go into 2024, RRP is at lower levels, and so that may be a little bit less of a tailwind. But it's also the case, as you know, that there's – the market's expectation is that QT is going to start slowing down at some point this year. So – and we still have reasonable levels of reserves and some cushion from RRP. So, that's part of the reason that our outlook is for deposits to be modestly down, with the shrinkage in system- wide deposits maybe partially offset by our belief that we can take some share. But, also I think the second half of this year is going to be interesting to watch in terms of what the Fed does. Thanks, Gerard. Operator: Next, we'll go to the line of Manan Gosalia from Morgan Stanley. You may proceed.","['Liquidity risk', 'Market risk', 'Liquidity']",0.2677100598812103,0.08098495,2,1202.0,,0.804099977016449,True
