section,question_number,answer_number,speaker_name,role,company,content,year,quarter,is_pleasantry,source_pdf
qa,,2.0,Noel Quinn,management,HSBC,"I think on the regulation impact, I think we have to wait and see what the various regulators around the world do on regulation, but I think the way I look at it, the primary responsibility for running a prudent balance sheet is on the ma nagement and board of the financial institution.  That’s a responsibility we’ve taken seriously throughout our history.  Our high-quality liquid assets have been a feature of our heritage.  Our high -quality cash and cash equivalents have been a feature of our  heritage for many decades.  We put the primary responsibility of liquidity management on ourselves, and then we’ll see what the regulatory environment does as some of the consequences of some of the recent changes.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,9.0,,Aman Rakkar,Analyst,Barclays,"Good morning, Noe l. Good morning, Georges.  I just need to come back to revenues.  Both your net interest income and your non -interest income are performing really well in Q1, and they are annualising at levels that would suggest a pretty material upside to market expectatio ns for both of those lines.  Your net interest income is annualising north of $36 billion on the Q1 number.  Your guide is obviously greater than $34 billion . I appreciate there’s lots of moving parts here, but I guess to be more specific, Noel, in terms of your commentary around consensus at full -year and now, there’s a $1.7 billion gap between where the street is and what you’re guiding for the street at $35.7 billion . It doesn’t actually sound like you see much downside to that consensus number at $35.7 billion, unless there’s something here on term deposit mix.  It feels like there’s a lot of conservatism in that NII guidance, or there’s something I’m missing, so can you help us with that? And then secondly, on the non -interest income, I totally appreciate  your markets business might have over -earned in Q1, but you are also pointing towards a wealth management business that is trending higher, and underlying momentum in your fee business.  You talked about strategic initiatives at full -year that sit behind t hat. To what extent is that revenue number an over -earn, or is this the kind of level that we can expect you to crank out in a year?  Because this is well ahead of what the street is.  Any colour that you can give us there would be helpful.  Thank you.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,1.0,Noel Quinn,management,HSBC,"Those are two good questions and let me just clarify what I said about what we said in February.  I think you’re right on your maths.  I think if you go back to what we said in February, there was – we talked about $36 billion plus, and when people we re talking about our NII , they were sort of annualising it to about $38 billion , and consensus was around $37 to $37.5 billion , and I think we said that we were comfortable with that.  So I think, if you go back to then, we sort of said, ‘Yes, we’re sort of  comfortable  that c onsensus had a calculation on the ‘plus’ bit of the $36 billion  plus. That put it sort of north of $37 billion.  That was around about consensus back then, and what I’m saying to you now is the only thing you need to adjust for is IFRS 17 , which takes about $2 billion off of that.  So we’re talking about $34 billion plus, and that therefore would put you north of $35 billion.  So I think what we’re saying is – we’re sort of saying the street has probably got NII around about the right place back in February, and we’re saying there’s no need to change what the street is.  You’ve only got to do the mechanical adjustment for IFRS 17. Hopefully that helps, and then Georges, I think, do you want to just come back on the non -NII? Because I think yo u’re right.  There’s elements of our non -NII performance in Q1  that Georges is saying annualise, but some elements  that we are saying it may be unwise to annualise them fully.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,2.0,Georges Elhedery,management,HSBC,"So Aman, if I can unpack the non -NII, some of the outperformance that we’ve seen with regards to the funding of the trading book, where we’ve seen $1.4 billion this quarter against $0.1 billion in quarter one last year, because rates were  zero, but against $1.3 billion quarter four.  So somewhat flat – just slightly up from quarter four.  That number, it is fair to annualise it, given current rate forecast consensus.  Equally, as Noel mentioned earlier, the discussion on wealth growth in NNIA , in wealth – the resumption of activity in Hong Kong in particular bodes well for the future, and I think it is fair to assume that we will see continued performance in wealth.  On the other hand, some of the outperformance in some of the markets activitie s such as foreign exchange trading, which had a record quarter, may not be repeated, and obviously, we may have to look at it quarter by quarter in terms of what business opportunities are there.  And while you can bake in and factor in the results for Q1 outperformance, I would caution you not to annualise that outperformance.  But in general, Aman, if I take a step back, it is a good set of results , and we are confident about the future, and in light of the strong Q1 performance, we will review the guidance  in H1.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,10.0,,Aman Rakkar,Analyst,Barclays,Okay.  Thanks very much.,2023,Q1,True,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,11.0,,Martin Leitgeb,Analyst,Goldman Sachs,"Good morning, Noel and Georges.  First of all, congratulations for this good set of results.  I just have one broader question on growth and one follow -up on deposits.  Just looking at the much -improved profitability levels of the group with NII being $2 -3 billion higher per quarter, despite the capacity to scale up growth.  And I was just wondering, if we look into the medium -term or starting 2024, do you see hope for the group to lean more into growth , so the single -digit loan growth could potentially be higher, or should we just think that any increase in profitability could be essentially returned to shareholders, just in terms of the trade -off between opportunity for gr owing more versus shareholder return s? And secondly, with regards to the deposit franchise, I was just wondering if you could comment on the strength of HSBC’s deposit franchise during the quarter.  Have you seen, in  particular , inflows in certain parts of  your footprint  helping  delivering stable deposit s in the quarter?  Also wondering with regards to  deposit migration  – part of moving into time deposits, or whether you have seen any change in trend.  Are we towards the end of that cycle in terms of deposit migration, or could we still go on for another quarter?  Thank you.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,1.0,Noel Quinn,management,HSBC,"Just one comment from me on growth.  I think, clearly, we want to pursue growth, but I think we have the capacity in our dividend pay -out ratio of 50% to pursue growth, and wit h the option of doing buy -backs as well.  Now, at the moment, I think we’ve seen a relatively subdued lending market in corporate banking.  I think the demand for term loans around the world is not particularly high at the moment, and probably isn’t going to  be particularly high in the very near term.  As Georges said earlier, once we get to 2024, one would expect there to be an increase in demand starting to emerge, but the near -term, for the next few months in 2023, given the economic uncertainty, we’ve seen  subdued loan demand.  So I think the message I’d give you, in a 50% pay -out ratio world, we believe the second 50% after we pay the dividends, there is potential to fund both growth and buy -backs, and that’s our plans going forward.  Georges, do you want to  just cover the deposit trend, the inflows, the outflows, and deposit migration?",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,2.0,Georges Elhedery,management,HSBC,"Sure, Martin.  If I start with some of the outflows that we’re seeing, and then I’ll go into the tailwinds.  Some of the outflows we’re seeing, particularly i n the UK – so obviously UK retail, Q1 is a tax payment period, so there is seasonality here.  We are still seeing high cost of living resilient inflation in the UK, which is obviously draining some of the UK consumers’ savings.  We have, to a lesser extent, competitive pressure as well in the UK. Likewise for corporate s in the UK, Q4 was in year -end where people shore up  their liquidity, whereas in Q1, most of the companies pay dividend s, and then you can see some of the draining liquidity.  We’re also seeing deleveraging of loans - using some of the deposits to deleverage on the loan side  - especially for those with a strong rate differential between what they’re paying on their loans. This being said, we continue to see growth and strength in the deposit pre position, so if I take Hong Kong and all of Asia, actually, we’re seeing definite deposit growth in the retail and personal banking space.  We have seen 5% growth of our deposit base in Commercial Banking in the US.  So we were one of the beneficiary banks of the deposit migration from medium -sized banks into large banks, and we obviously continued to cherish our propositions and deposits to continue attracting the deposits at the right price.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,12.0,,Tom Rayner,Analyst,Numis,"Hi, there.  Good morning, guys.  Two, please.  First one on the loan growth.  You flagged the corporate demand, and maybe that is the answer.  I want to ask, because you’re quite upbeat on the economic recovery you’re seeing now in Hong Kong and mainland China , and the UK that you said was quite resilient . Is there any other reason why you’re so cautious in the short term on loan growth, or is it purely a lack of demand from corporates?  And my second question is on cost, please.  It’s looking at the 3% target for this year and thinking forward to next year,  because I guess you’re still enjoying some of the flow - through this year from cost savings from the previous cost programme, which has now ended. So I just wondered if you or George s would comment on your approach towards costs in 2024, whether you’ll be thinking in terms of absolute growth, maybe similar to this year or whether a jaws approach might be more appropriate.  I don’t know if there’s any colour you could add for the next year.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,1.0,Noel Quinn,management,HSBC,"On loan growth – listen, I think your point’s a fair one . I think if there is a place where I think loan growth could pick up more in the near term, I think it would be Asia.  I think Middle East is another option.  So I think I am being a bit cautious on the near -term loan growth. I think probably it would start  to emerge more in the working capital side of the balance sheet, trade finance, before people start investing in fixed capital, but I think there is a level of nervousness out there in the corporate world about taking long -term investment decisions in fixed capital.  That is aside from sustainability.  I think there’s a lot of infrastructure spend taking place, and I could see some loan growth coming in and around that sustainable infrastructure investment.  So maybe I am being a bit cautious on loan growth a t the moment.  I think I’d rather be that way in the near term, but I do believe there’s going to be medium -term loan growth, and I think it is fair to say that Asia has the potential to pick up faster than elsewhere in the world.  So yeah, I think it may be  fair that I’m being a bit cautious.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,2.0,Georges Elhedery,management,HSBC,"Just adding to Noel’s comment, Tom, if you look at Hong Kong, in the retail space, both cards and mortgages have been growing in the first quarter.  Even in the UK, we are seeing green shoots in the mo rtgage sector.  I mean, market share in the UK for the first two months of the year is at 15% for new business.  That’s against the book market share for both 7.5%, and the Q4 new business market share of 9%, so we’re certainly there in the retail space wher e we’re seeing growth.  On the wholesale side, I just want to add one comment to Noel’s description, which is also bear in mind the rate differential between mainland China and Hong Kong.  So all those Chinese companies who used to use Hong Kong as a base fo r raising funding internationally will be less doing so as long as the rate differential between dollar rates and onshore China rates are that wide.  It is cheaper for these corporates to raise funding in mainland China as opposed to Hong Kong, and that wil l remain the case up until the time we see reversal in that rate trend. If I move to your second question, Tom, we have not shared targets for 2024 as yet, but the few guiding principles, I can share with you.  The first guiding principle, paramount guidin g principle, is that you should expect our focus on cost discipline to continue.  The second guiding principle is that we will continue doing transformation and restructuring as part of our BAU cost base and expect some of those saves  to flow through also i n 2024 and beyond, and case in point is the spend on severance, which we’re planning now to do in Q2 this year, for which the benefit will flow through mostly in 2024.  And thirdly, at this stage, we’re still looking to guide towards a dollar cost number as  opposed to jaws, and the way we would be looking at 2024 as we come to be able to give you additional guidance later in the year.",2023,Q1,False,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,13.0,,Tom Rayner,Analyst,Numis,Okay.  Thank you very much.,2023,Q1,True,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
qa,,1.0,Noel Quinn,management,HSBC,"Thank you, all, for your questions.  Really appreciate you taking the time.  To close our first quarter results, I just want to say that the first quarter results provide further evidence that our strategy is working.  We had a strong first quarter profit performance, cost discipline remains high, and we’re clearly on trac k to deliver our RoTE  target.  We’ve resumed quarterly dividends and announced a share buy -back of up to $2 billion, but I’m also confident about the rest of 2023.  We built a strong platform for future growth, and our geographical footprint puts us in areas  of high growth.  I look forward to speaking with you soon.  Have a good morning or afternoon.  Thank you.",2023,Q1,True,230502-1q-2023-hsbc-presentation-to-investors-and-analysts-transcript.pdf
