section,question_number,answer_number,speaker_name,role,company,content,year,quarter,is_pleasantry,source_pdf
qa,,2.0,Pam Kaur,management,HSBC,"Thank you, Georges. Firstly, in terms of our views on the 50% earnings per share, we are very comfortable with that number, and as you can see, we look at obviously distribution but also opportunities for growth that we can deploy our surplus capital. I’m very pleased that we are trading above tangible book value, and we absolutely don’t consider the tangible book value to be a ceiling for our buybacks. Share buybacks will continue to be our preferred mode of distribution going forward. The other thing on dividends is that you obviously have to look at where your CET1 is at a point of time. You have to look at regulatory changes. For now 50%, we’re very comfortable with. Now, in terms of your next question on loan growth, we need to unbundle it a little bit. Yes, loan growth is flat. It was down $3 billion in Hong Kong, up $3 billion for the rest of Asia, up $1 billion for the UK, down $1 billion for the rest of the world. We are optimistic that as the interest rate trajectory stabilises there will be customer demand, and when there’s customer demand we’ll be there obviously to support our customers. But what’s also really important is as we’re seeing that from a Hong Kong perspective there is some momentum coming back, we expect at least the loan trajectory in Hong Kong to stabilise and not reduce. Once that happens, given the other breakdown I’ve given you, that gives us more optimism in terms of loan growth.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,3.0,Georges Elhedery,management,HSBC,"Thank you, Jeremy.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,,,,,"NEIL SANKOFF: Thank you. Let’s go back to the call. Andy Coombs from Citigroup, please.",2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,4.0,Andy Coombs,management,HSBC,"Good morning. If I can have two follow-ups, please, firstly on the capital return and secondly on the costs. On the buybacks, if you could just clarify, the $2 billion is obviously a step down from $3 billion. Should we think about that as a permanent step down, given that you now need to absorb these upfront restructuring charges, or does the $2 billion reflect a shorter timing period between Q4 and Q1 results compared to other quarters? That’s the first question. The second question, I want to have another stab at the costs. Ben asked about this. I think the walk to 2025 is very clear, but if we then think about the walk to 2026, should we assume a similar level of inflation and investment? Is 4% a fair assumption for future years in your view as well? Then when we eyeball slide 29, which has that cost phasing, and it looks like there’s a $600-700 million step up in the cost saves in 2026, before the full run rate is recognised in 2027. So are we looking at a 4% increase in 2026 from that 2025 guide, less another incremental $700 million of cost saves, so a sub-$34 billion cost number? Anything you can give us in terms of how to frame, more explicitly, that 2026 and 2027 cost base would be really helpful. Thank you.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,5.0,Georges Elhedery,management,HSBC,"Thank you, Andy. Let me deal with your capital question, and I’ll ask Pam to talk you through cost. But remember, we only guided return on tangible equity for 2026 and 2027. We haven’t given additional specific guidance. Look, on capital, $2 billion because we have two months until April and that amount will be reviewed on a case-by-case, quarter-by-quarter basis. We do not pre-commit on any future amounts. It will depend on the outlook and the loan growth and other parameters as we get to it. But the current $2 billion is obviously because we have two months until the results in April. Pam?",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,6.0,Pam Kaur,management,HSBC,"Thank you, Georges. In terms of cost, we are not giving a cost guidance beyond full-year 2025. The big moving parts always when we look at our cost is what’s the underlying inflation, staff costs and we also track very closely what’s the increase in fixed pay from a staff cost perspective. So it was expected 3.6% in 2025. It was 4.4% in 2024, so you can see the trajectory shifting as obviously inflation is coming down. We also include in that 4%, and we have for 2025, additional investments, so you can do the maths in terms of where we go to for 2026. But also let’s be mindful, so far we’re saying for 2025 we are only taking $300 million of the $1.5 billion down to the savings line, so there is an absolute tailwind for the rest of it coming through for 2026, so that’s how the maths works. As we go into 2027, I would expect two things to happen. You’ll see some normalisation on the inflation and the underlying built number. We will have the BAU investment, so that continues the same building block, but what’s important is even though the $1.5 billion has been taken down to the bottom line we expect through our simplification some of the additional efficiency costs beyond just FTE-related costs, i.e. the ways of working, so that will give us some tailwind, but obviously not to the same extent as you’ve had in 2026.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,7.0,Georges Elhedery,management,HSBC,"Thank you, Andy.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,,,,,NEIL SANKOFF: Our next question is from Amit Goel at Mediobanca.,2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,6.0,,Amit Goel,Analyst,Mediobanca,"Thank you. Two questions then from me. One is, again, just when you’re talking about the mid-teens RoTE target, so this year on a reported basis it was 14.6%, on ex. notable items 16%. I just wanted to see, are you thinking about that more in line with the underlying ex. notable items level that you’ve achieved this year and that you can maintain that given the cost savings and wealth management growth that you’re targeting, or are you looking at it closer to the reported number that you achieved in 2024? Then secondly, I just wanted to dig in a bit more in terms of the potential revenue impact or lack of from the cost actions, including the re-prioritisation, just to understand how you’re thinking about the marginal or negligible revenue impact. Is that because you just expect the revenue growth elsewhere from the reallocation of cost, or how you’re thinking about that? Thank you.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,1.0,Georges Elhedery,management,HSBC,"Thank you very much, Amit. I’ll take your first question and I’ll ask Pam to address your second question about how we’re looking to phase cost and the reallocation and the revenue impact of that. Look, it’s quite simple for the first question. What we mean by mid-teens is around 14% to 16%, and our target is on return on tangible equity excluding notable items. This is how you should look at it. Pam?",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,2.0,Pam Kaur,management,HSBC,"Thank you, Georges and Amit. Just adding a little bit to the RoTE question, mid- teens is mid-teens, what it says on the tin: 14 to 16%. It’s a target and obviously, if the world’s in a better place, there is an upside, but you also have to look at the downside and that’s how we look at all scenarios in our assumptions. Coming back to your second question on the $1.5 billion. Firstly I want to clarify, the first $1.5 billion, which is simplification savings, has no revenue impact because it’s literally more senior roles, deduplication, simplifying the matrix. On that, there is no revenue impact and the whole savings is a tailwind which goes straight to the bottom line. On the second $1.5 billion, which is different, it is clearly a reallocation, which will happen from the individual business level, but we will take it all to the Group level. Now, when you take it all to the Group level, there is going to be some time lag between the cost coming up and re-investing, but we do think that the payback period is pretty quick because we know it’s in existing areas we want to reinvest. So that time lag on the revenue should not be that long and that will get compensated.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,,,,,"But as we have said before, we are taking this reallocation of cost, particularly from two areas: ones where we are sub-scale, and so materially it doesn’t really make an impact in terms of your profit – they’re small-scale divestments – but there are others where in terms of profitability they are not materially profitable, like we said on the investment bank. Therefore, as we take them through into new areas with higher returns and being very focused on those which are our competitive strengths, we do think that positivity will come back pretty quickly.",2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,3.0,Georges Elhedery,management,HSBC,"Thank you, Amit.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,7.0,,Katherine Lei,Analyst,JP Morgan,"I just want to clarify on the cost questions. I would like to ask about the second $1.5 billion. Have we factored that in in the mid-teens RoTE guidance? Because when we are exiting some business, we need some regulatory approval and it’s hard to gauge the timeline. What assumptions do we have regarding these parts in our mid-teens RoTE guidance? The underlying question is will we see some upside, because if we do it faster or slower? The second one, I still want to ask about CRE question. I think it’s an old question, but I think we still have a lot of people, a lot of investors care about it. Both in Hong Kong and China in last quarter we heard some events which led to some concerns on these areas. If I look at our Q4 numbers, I know that some are edging up on the ECL charges. Is any parts of that related to CRE and what is our outlook on CRE in both regions? Thank you.",2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,1.0,Georges Elhedery,management,HSBC,"Thank you, Katherine. I’m going to ask Pam to address both your questions but let me share with you just briefly my outlook on the CRE situation. So firstly, in mainland China we believe that we’ve hit a trough, really, in the challenges that the sector has faced. We believe the measures that have been taken to stabilise and start a normalisation process are working their way effectively through the economy. But more importantly, our exposure has materially reduced and therefore it is not going to be any more any major driver for our ECL. Second, about Hong Kong. We’re actually positive about the outlook of Hong Kong. Hong Kong, first the economy and certainly rate trajectory is going to support that, we’re seeing growth manifest in 2024, in growth outlook in 2025 and a number of sectors really have revived. But also in the CRE space, the underlying CRE market in Hong Kong is strong and resilient. The supply/demand equation is very supportive for the medium to long term and as we said, the rate outlook will also support that. But then if you look at our exposure to many of the borrowers in the space, the borrowers are much stronger and much less leveraged than what we’ve seen in the China CRE space. They are in a better balance sheet position, albeit they may have cash flow challenges due to high rates, etc, but the loan to valuation we have on our exposure is also very strong. We are in the 50s percent. Therefore, we do not think the Hong Kong CRE exposure in our books will be any material driver of our future ECLs. Pam can address your questions on cost and take you more specifically in the CRE elements.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,2.0,Pam Kaur,management,HSBC,"Thank you for your question. Firstly, yes, we have factored the reallocation into our mid-teens RoTE guidance, and we’ll work as quickly as we can to reallocate costs to higher- return areas. Obviously, if it is faster than our assumptions – we tend to be a bit conservative, which is good space to be in – there’ll be some upside. But given regulatory approvals, etc, things can be slower. But all in all, we are still very comfortable to have a mid-teens RoTE for each of the next three years. I’ll take the China CRE question first, and then I’ll do Hong Kong CRE. Now China CRE, we’ve always been very comfortable with our onshore exposure, which has been secured. The issue really has been with the offshore exposure, which was unsecured, but that number is way down from where we started. We are now down to $2.2 billion net of ECLs, and, out of that, there is very little of the exposures where we feel that there is more headwind. And as you can see, the chart for ECL last year was much lower than the prior years. So that gives me a sense of optimism with regard to the trajectory of the China CRE outlook. And of course, you can have one-off cases, and things move on, but, overall, it’s based upon our exposure. Now, on Hong Kong CRE, just as a starting point, as long as the interest rate trajectory is high, of course you can see some customers facing headwinds, because it’s a cash flow issue, fundamentally, and that makes you bring more names into the stage 3s. But what’s very important to note is that, despite them coming into stage 3s, our ECLs haven’t increased, and the answer is quite simple. Most of the names coming through the stage 3s last year have been from a secured portfolio, which is 54% of our total portfolio. And as Georges said, there’s a very high level of collateralisation. Average LTV on sub-standard is 46% and, on the impaired, is at 58%, so there’s enough room in that space and there is strong collateral. So even when they go to stage 3, there is not an ECL increase, and the ECL increase this year has been minimal and we see nothing changing there. On the unsecured, 90% of it is investment grade, so 46% of portfolio is unsecured; 90% is investment grade. And it’s primarily with the conglomerates and strong developers and, because they have diversified cash flows, the inflow into stage 3 from this portion of the book is very small. So all in all, even though, with the increase in stage 3s, you see a minimal uplift in RWAs and the capital impact, but a very small capital impact, from an ECL perspective, there is really no material change in the ECL trajectory at this point of time, and we are very comfortable that it’s all well within our mid-term guidance of 30-40 basis points.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,3.0,Georges Elhedery,management,HSBC,"Thank you, Katherine.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,,,,,"NEIL SANKOFF: Thank you. Let’s go to Joe Dickerson from Jefferies, please.",2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,8.0,,Joe Dickerson,Analyst,Jefferies,"Thank you for taking my question. Just a quick one following on from the Hong Kong CRE question. If I look at the ECL allowance to stage 3, it was 67% FY23, and that’s fallen to, I think, about 26% – 25-26% – in respect of full-year for the Hong Kong piece. So I guess I’m just wondering what explains that decline. Is it the proportion of the stage 3s that are secured that’s driving that reduction in coverage, or what’s the answer there, and how low can that number go?",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,1.0,Pam Kaur,management,HSBC,"I’m happy to take the question, thank you. You’re absolutely right. It is really because all of the stage 3s, virtually – a very large majority is coming through from the secured and, given the cover, ECL coverage is dropping through. But also we’ve written off some of the China CRE exposure overall, and you should think in terms of total exposures that we have, and that’s also reducing the ECL coverage.",2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,2.0,Georges Elhedery,management,HSBC,"Thank you, Joe.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,,,,,NEIL SANKOFF: Thank you. Our next question is from Aman Rakkar at Barclays.,2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,9.0,,Aman Rakkar,Analyst,Barclays,"Good morning, Pam. Good morning, Georges. I had two questions. I think you’re pointing to much better pre-provision profit outlook than consensus. I guess we’ve laboured the discussion around costs, but my takeaway is that it is broadly flattish beyond 2025, and maybe a bit of growth, but well lower than where the street is. I think Banking NII guidance also speaks for itself, so there are two related questions to that. One is around non-interest income. There’s a lot of moving parts on non-interest income, but I think you’re coming in with significant momentum on non-interest income, in excess of consensus, but we do have a lot of moving parts there. Is there anything you can do to help us? I know you don’t like to talk too much about non-interest income, because there’s volatile line items in it, but you’ve got double-digit growth momentum in wealth management, trade that’s probably growing low to mid-single digits. Who knows what markets do, but they’re probably not going backwards. Then you’ve got a retail piece as well. But it just does feel like that is something that is trending well in excess. So if you were able to comment in respect of 2025 consensus, that would be really helpful. The second is about Banking NII. So the $42 billion guidance this year is great. And I know there’s a lot of focus on lending, but really it’s deposits that matter, right? You alluded to the strength of your franchise. And loans are going to be subdued for a while, but deposits are already growing and, indeed, they’re going to continue growing from here. Can you try and help us with that? Are you able to quantify the deposit growth and average interest-earning asset growth that we might look to expect? Because I think you can comfortably grow your balance sheet despite a subdued demand dynamic in your key markets. I think that would helps underpin the Banking NII beyond 2025. My last question, then, is around FX and if you were to mark to market any of the cost guidance, for example, for the spot FX rate, if that would affect any of your guidance or commentary today, that would be really helpful. Thanks so much.",2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,1.0,Georges Elhedery,management,HSBC,"Thank you, Aman. I’ll ask Pam to handle your Banking NII question and the FX question, which will have an impact on our Banking NII guidance. I’ll take your first question by saying, ‘Nice try’. Unfortunately, I cannot give you more than what we shared. What we’ve shared is a confidence that we’re running the bank towards a mid-teens target on return on tangible equity excluding notable items for 2025, 2026 and 2027. We’re also guiding to a medium-term outlook on Wealth at double-digit growth, which we’re comfortable with, given this is an area where we’re investing in and we see the underlying trends supportive, but this is more a medium-term guidance. It’s difficult to evaluate what it means on a year-on-year or quarter-on-quarter basis. And we’re also comfortable that our wholesale transaction banking – given our strong leadership position in many of these areas, we will be able to ride the wave, and we think the wave – the macro is in a low-single-digit percentage growth. It’s subject to possible disruptions, but the underlying trend, if you look at global trade with all forms of corridors – not just some of the disrupted corridors – other corridors are likely to continue growing. I think this is how you should look at it. And remember the rate trajectory as well. It’s still uncertain, but that will be a way if we see faster rate cuts than we’ve implied. Let me just pause here on that part of the question and ask Pam to take you through Banking NII and FX.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,2.0,Pam Kaur,management,HSBC,"Thank you, Aman. So firstly, our cost guidance is on a constant currency basis, so clearly, from an FX perspective, there could be an impact. In terms of the $42 billion guidance, you’re right. On loans, we say it’s mid-single-digit growth in the medium term, and lower rates will help to get some momentum back, but it’s also driven by overall market confidence, so I can’t really call out the timing of the return to loan growth exactly. Now, deposits, clearly, was a key one in the fourth quarter, but we know that, in the fourth quarter, there’s a bit of a seasonality effect, so I would very much caution you against annualising that number. But I think, in terms of deposits, if I look at just the drivers for the $42 billion guidance, there’s interest rates, which is a headwind at this point of time, given the market-implied rate curves, and then there is the structural hedge, which will be a tailwind. The loans, we have talked about. On deposits, we feel very lucky to have a strong deposit base, as you’ve said, and the trust of our customers to give us those deposits is a cornerstone for our strong balance sheet. The deposit benefit for next year is driven by what’s going to be the time deposit mix, because that held through in the fourth quarter. As the interest rates come down, we expect the time deposit mix to also come down. So in that context, you can factor that in as part of your overall calculation in terms of the headwinds and the tailwinds.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,3.0,Georges Elhedery,management,HSBC,"Thank you, Aman.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,,,,,NEIL SANKOFF: Our last question today comes from Rob Noble at Deutsche Numis.,2024,Q4,False,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,10.0,,Rob Noble,Analyst,Numis,"Good morning. Thank you for taking my questions. I just wanted to ask a little bit more on the $1.5 billion of reallocation in the strategy. How much line of sight do you have on it at this point? I presume GBM, Germany and France is around $500 million in costs. Do you know where the other $1 billion is coming from, and the phasing of it? And then, linked to that, what are the restructuring charges from this part of the strategy? Should I still be thinking about 1.2 times the costs saved as additional below-the-line items against that $1.5 billion, or is that the wrong way to think about it?",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,1.0,Georges Elhedery,management,HSBC,"Thank you, Rob, for the question. Let me handle the reallocation, and I’ll ask Pam to comment on the cost implication and treatment, if you want. So first, your math is right. There are a number of activities we already called out. The investment banking refocus will generate around $0.3 billion of saves, and we’ll lose about $0.3 billion of revenue against it, so that’s quite there. We did announce the German Private Bank, the French insurance. We announced this morning also the sale of our Bahrain retail business. So those are in motion. There are a number of other things we’ve called out that are in motion. There are a number of selectively identified activities that are non-strategic, which we’re working on, and they’ll be a continuation of that journey. If you just note that we said this is a medium-term number. We haven’t given a strict deadline, because some of these actions may take longer or may be subject to various approvals that are beyond our control, and we will be able to share with you as and when we move forward. Pam?",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,2.0,Pam Kaur,management,HSBC,"Thanks. So first, yes, we have identified the rest of the costs. We can’t give a precise cost at this point of time. We’ll keep you updated over the next quarters. Now, in terms of the one-off costs, yes, there will be severance and other one-off costs, and we will be looking at those costs, to a large extent, given the materiality, where there is, as notable items, so that’s the broad picture in terms of how we’re progressing. So a good broad line. We own where we are, but I can’t give you any more precision at this point of time.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
qa,,3.0,Georges Elhedery,management,HSBC,"Thank you very much, Rob. Thank you, all, for your questions. So in closing, strong 2024 performance. This provides us firm foundations upon which we are building. We’ve simplified the Group and, along with our continued focus on costs, as Pam said, we are committed to delivering c.$1.5 billion of savings to the bottom line. We’re also focused on delivering for our customers by capturing growth opportunities where we have a clear competitive advantage and accretive returns. And we are eliminating, over the medium term, an additional c.$1.5 billion of costs from non-strategic or low-returning activities, and redeploying them into these priority growth areas. We’re also targeting a mid-teens return on tangible equity in each of 2025, 2026 and 2027. As usual, Neil and the team are available for any follow-ups. Meanwhile, Pam and I hope to see many of you here in Hong Kong next month for our second HSBC Global Investment Summit. Enjoy the rest of your day.",2024,Q4,True,250220-4q-2024-annual-results-to-investors-and-analysts-transcript.pdf
