gsib_bank,bank,year,quarter,role,content,sentiment_finbert_label,sentiment_finbert_score,pra_category
JPMorgan,"Keefe, Bruyette & Woods, Inc.",2025,Q2,analyst,"Great. Thanks so much. Relative to three months ago, there's a lot of optimism on financial deregulation and really going to break in the bank's favor. I'm interested if you agree, number one, with this optimism and anything specifically you could point to? And secondarily, on capital. I'm interested in what's on or off the table in terms of uses of capital? What do you need to see from the macro, regulatory? And how should we be thinking about the timing? Thank you.",positive,0.9980143309,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"Let me take the second part of that first. So, we have our centered capital hierarchy that we recite a lot, and I don't want to bore you by reciting it again. But I think it's important because it does serve as a guide in this context, right? So, we deploy our capital against organic and inorganic growth, and we ensure a sustainable dividend. And with what's left, we do buybacks. And so, we've talked about how excess capital's earnings in store. You saw this quarter that we actually had some financial resource usage that came through and actually meant that, despite keeping the buybacks relatively constant and having the organic capital generation be relatively constant, the CET1 ratio dropped a little bit as a function of increased usage organically showing up in RWA expansion. So, we're doing what we want to do. But clearly, it is a big amount of excess and that does mean that everything is on the table as it always is, and that includes potentially inorganic things. Now, obviously, that needs to be done carefully. I think acquisitions have a high bar, both financially, strategically, and importantly, in some cases, culturally. And we also need to think carefully about things that work outside the regulated perimeter, might not work inside the regulated perimeter as well. We have learned some lessons. We don't want to overlearn those lessons. But in the end, sometimes we lean in a little more, sometimes we lean in a little less, but we wouldn't be doing our jobs if we weren't thinking about it. I don't particularly think, other than fundamentally whether things are permissible or not, that the regulatory environment right now, particularly shapes our thinking on that front.",negative,0.9487435222,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"Can I say just a broader point about regulations. I think it's very important that the regulators step back and kind of look at the big picture now, not just one picture. So, nothing's happened yet. I think they should be looking at all these things. But if you look at SLR, G-SIFI, CCAR, Basel III, FSRT, the overlap, the duplication, I actually believe that you can make the system simpler, cheaper, more effective, more transparent and safer. And the things like Silicon Valley Bank and First Republic did not need to happen if you just modify some things and you create more liquidity, more loans and a safer system. And that's really what they should be looking at, not just SLR. And so, I'm hoping that over time they do that. And the second thing I'd add to that which I think is even maybe more important is, they should ask the question, what do they actually want in our public markets versus our private markets, et cetera. We've gone from 8,000 public companies, I'm talking about like 25 years ago, to 4,000 today. That's happened overseas. Public markets overseas have gotten smaller and smaller. Obviously, I'm not against private credit; private credit is growing. And how do you really want to structure this? And why is it happening? Is that a good thing for America?",positive,0.9773179293,Liquidity
JPMorgan,JPMorganChase,2025,Q2,banker,"And maybe sort of gone a bit long here, but just to expand and go into a little bit of detail there. I will note that Vice Chair Bowman, gave a speech on her vision having come into the new seat for ongoing work and regulation. And I think it's a speech that's pretty comprehensive and lays out some of what Jamie is saying in terms of like the to-do list. I think at the margin, we do understand the desire to sort of knock some things off the to-do list that have been on it for a long time and clearly need to be addressed like SLR. But at the same time that that happens, the holistic review done properly across not only capital, but also liquidity, resolution, et cetera, is clearly quite important. More narrowly, in the near term, I think we continue to feel very strongly that of all the things that are out there, one of the worst is G-SIB, in the sense of both the original gold plating, the sort of deep conceptual flaws in the framework itself, and the failure to recalibrate it for growth since it was put into effect. And I think one of the things that's maybe a little bit underdiscussed there is the extent to which it specifically creates strong disincentives for American banks to be strong and globally competitive. And that is, it seems to me, the exact opposite of what we want. So, that's really one of the ones that needs to get attacked pretty aggressively, I would say.",neutral,0.6723259687,Capital adequacy
JPMorgan,"Keefe, Bruyette & Woods, Inc.",2025,Q2,analyst,"I appreciate all the color. If could ask kind of a follow-up, the inorganic comments. I'm interested in capital allocation between your businesses, where you think – if that were to present an opportunity, which businesses would most likely be the use of that capital? Thanks.",neutral,0.9982471466,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"I mean, we've talked about that a little bit over time. Obviously, we're not fundamentally capital constrained right now. So, I mean, in addition to the fact that capital isn't the only financial resource that we need to allocate, I would say, the larger point is that any good franchise business that it makes sense from a risk perspective and clears the cost of equity is going to get done, within reason, subject to obvious caveats. So...",neutral,0.9704841971,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"Inorganic, it's a good discipline to always be looking. I wouldn’t have high expectations that will be how we use a lot of capital. And I think it's a very big plus that we can grow organically in every business we're in without having to stretch.",positive,0.9993169308,Capital adequacy
JPMorgan,Morgan Stanley & Co. LLC,2025,Q2,analyst,"So, two questions. First on the RWA utilization via organic, as you described. I wanted to understand in wholesale lending where you highlighted, the CIB was a driver of much of this. Could you speak to the drivers of those drivers? In other words, is it private credit? Is it M&A financing? Is it inventory? What are you seeing in the market here that you're delivering on that's raising that lending profile?",neutral,0.9967414737,Credit risk
JPMorgan,JPMorganChase,2025,Q2,banker,"So, this is very important. So forget pricing for a second, we are in favor of the customer, but we think the customer has the right to if they want to share their information. What we ask people to do is, what do they – do they actually know what's being shared? What is actually being shared? It shouldn’t be everything. It should be what their customer wants. It should have a time limit because some of these things went on for years. It should not be remarketed or resold to third parties. And so, we're kind of in favor of all that, done properly. And then the payment, it just costs a lot of money to set up the APIs and stuff like that to run the systems protection. So, we just think it should be done and done right. And that's the main part. It's not like you can't do it. The last thing is a liability shift. I mean, I don't think JPMorgan should be responsible if you've given your bank passcodes to third parties who market and do a whole bunch of stuff with it, and then you get scammed or fraud through them, they should be responsible. And we want real clarity about that. And if you see today, a lot of these scams and frauds run through third party social media and stuff like that, there should be a little more responsibility on their part so we can all do a better job for the customer. That's why.",neutral,0.9929350019,Market risk
JPMorgan,TD Securities,2025,Q2,analyst,"Hey, good morning, everyone. I wanted to start, Jeremy, going back to your comments on inorganic things being on the table in terms of use of excess capital. So when I look at the company, so you're the largest U.S. bank by assets, you're also the largest in terms of the data you see every day. And you may or may not have seen that Apple's looking at possibly, there’s chatter, getting into the AI game more by looking at a company such as a Perplexity. Just thinking out loud here, would it make sense for JPMorgan to consider acquiring an LLM, right? The last two quarters of buybacks are about the last valuation round for Perplexity, right. I'm thinking of you guys, you could become the LLM for the financial services industry. What are your thoughts on this?",neutral,0.9951226115,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"We will use it, and we will obviously be important in using our data to help our customers.",neutral,0.9926710129,Conduct risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah. And on the question of inorganic deployment, I would sort of blend my comments with Jamie's, right? In the end, I'm just asserting that, of course, we need to look at inorganic opportunities; and of course, that's a question that comes up given our current excess capital position. But Jamie said clearly that he doesn't think that's particularly likely for some of the reasons that you emphasized, it's not easy to imagine a deal that would actually make sense.",neutral,0.9358424544,Capital adequacy
JPMorgan,TD Securities,2025,Q2,analyst,"Yeah, yeah. Okay. And then going back, Jamie, to your answer to Betsy's question on the tokenized deposit. I get it how that makes sense in terms of the customers that are inside your walled garden, but it doesn't help them much in terms of dealing with customers outside of your garden. What's holding up you guys and the other banks getting together to issue something joint – similar somewhat to what you've done with Zelle, and prevent these stablecoin companies like Circle coming in offering a more convenient solution to your customers?",neutral,0.9761332273,Conduct risk
JPMorgan,Bank of America Merrill Lynch,2025,Q2,analyst,"Good morning. This almost sounds like a fintech and AI call. But maybe just switching gears, I think, Jamie, your comments in the press release. Give us a sense like when we think about middle market businesses in the U.S., what's the state of play there when we think about interest rates, tariffs, consumer spending slowing? Should we be concerned in terms of credit quality outlook looking out 6, 9, 12 months? Just what's your take based on all the data that you all look at?",neutral,0.9851341248,Credit risk
JPMorgan,JPMorganChase,2025,Q2,banker,"You [Jeremy] can answer the thing about the data, but very important, we love the Middle Market business. It drives a lot of business we’ve built. I think 500 bankers in the Innovation Economy which is kind of new to us think of what Silicon Valley Bank used to do and things like that. We still have a huge addressable market in the Middle Market business. We provide not just lending, and that could be leverage lending, direct lending, but payment services, custody services, asset management services, FX services. So, we're going to grow that business regardless of what we predict the environment is going to be in the next six or nine months.",positive,0.9993590713,Market risk
JPMorgan,Bank of America Merrill Lynch,2025,Q2,analyst,"And I was just wondering in terms of your sense of just the state of play, the health of the balance sheets of these customers and also if you can expand that into the consumer, any areas of stress from a credit quality perspective that you are beginning to get more concerned today versus three or six months ago?",positive,0.8046924472,Credit risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah, right. Okay, because that's what I was going to try to clarify. Just wasn't sure if you were doing consumer, wholesale, or both. So, let's do consumer quickly. I think we talk about this every quarter. It's obviously a very important question. We look at it very closely. It obviously matters a lot for us as a company. But we continue to struggle to see signs of weakness. We just – the consumer basically seems to be fine. Now, a few things are true like if you look at indicators of stress, not surprisingly, you see a little bit more stress in the lower income bands than you see in the higher income bands, but that's always true. That's pretty much definitionally true. And nothing there is out of line with our expectations. Our delinquency rates are also in line with expectations. You saw that we kept our net charge-off guidance unchanged. So, all of that looks kind of fine.",positive,0.9990001321,Stress testing
JPMorgan,JPMorganChase,2025,Q2,banker,"And to be honest, as we've said before, fundamentally, while there are nuances around the edges, consumer credit is primarily about the labor market. And in a world with 4.1% unemployment rate, it's just going to be hard, especially in our portfolio, to see a lot of weakness. Now, it is true that if you look at not our data, but the government's data, I think I was looking at this the other day like, first half real consumer spending of this year versus second half of last year is down. Now, it's still positive, it's still growing, but it's down. So it's kind of consistent, this sort of soft landing narrative, which is also consistent with the sort of the GDP outlook that our economists are publishing. Our own data looked sort of in nominal terms on a cohort basis, actually shows spending up a little bit over the same period. So, it's kind of the same narrative of things being fine with different signals pointing in slightly different directions, but nothing particularly concerning.",negative,0.9379241467,Credit risk
JPMorgan,Truist Securities Inc.,2025,Q2,analyst,"Hi, good morning. Jeremy, quick follow-up on the consumer credit, broader comments taken there. But in terms of the NPAs, the non-accruals in consumers seem to have a bit of a jump. Is there something technical there? Maybe just talk to that.",positive,0.9986912608,Credit risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah. Thanks for that, John. I'm glad to get a chance to clarify this. There is something technical which has to do with Home Lending customers in the LA area using our forbearance availability as a result of the wildfires. So, that is resulting in an uptick in the non-performing. But when you think about land value and the insurance there, the actual loss expectation is de minimis, I would say. So,...",positive,0.9994390607,Conduct risk
JPMorgan,JPMorganChase,2025,Q2,banker,We always do that for customers when they have a real difficult time.,neutral,0.7834910154,Conduct risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah, sure. So, I think what you're referring to is a slide where Marianne talked about kind of the potential for 6% consumer deposit growth next year. And that's a nice number; and as you've written, that would produce some nice revenue consequences, all else being equal. The way I think about that number is to kind of build it up step-by-step. So, you start with, in general, the consumer deposit base in the system has grown probably slightly above nominal GDP. A thing that's been true for us recently is that as a result of our market position and our pricing choices, we've probably lost a little bit of share during the rate hiking cycle sort of in isolation from yield seeking flows. With the yield seeking flows having abated a little bit, that relative headwind is kind of behind us or increasingly behind us, and you've got some core growth reasserting itself. You saw us call out the growth in net new accounts in consumer checking this quarter, and that's one of the key drivers. And then, as you know well, when you look at the franchise, we kind of have: number one, ongoing expansion; number two, seasoning of the old expansion; and number three, deepening in the core markets. So when you put all that together and you look at sort of the history of the growth, macro environment, et cetera, that's how you get to that type of 6% number. And obviously, things could change quite dramatically to produce a different number, among other things. You'll recall that Marianne's slide also talked about a stress scenario with lower rates which, perhaps somewhat non-intuitively, would produce actually higher growth as a result of even less yield seeking flow and a higher consumer savings rate. But the flip side of that is also true which is, an unexpectedly high rate environment would probably lead to lower balance growth, all else equal, in Consumer. So, we like to say, those are all else being equal type numbers, but all else is never equal.",positive,0.9993919134,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah. Thanks, Mike. So on loan growth, as you know, it's useful to sort of break this down between what I would think of as like relationship lending that kind of drives the whole franchise and that we sometimes look at maybe as an indicator of the health of the corporate sector in some sense, and people like to look at it as a read across for smaller banks, et cetera. That part of the franchise remains fine, but sort of muted as customers have access to capital markets and revolver utilization is sort of flattish in general. But as I noted I think previously, and as you see coming through the IB fee performance, there was just quite a bit of deal activity in the second half of the quarter, a lot of which is well known and public, and some of that is on our balance sheet and we're very happy to have it there.",positive,0.9982948899,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"To answer your other question, Mike. So, some of the – I'm going to give you some things that you can actually do. So, I think you should do them and reduce risk in the system. I'm only going to talk about how they increase lending for a second. And so, G-SIFI inhibits, if you look at it, both a little bit of lending and a little bit of market making. LCR inhibits both because it's a very rigid way of looking at a bank’s balance sheet. It doesn't really give you credit for potential access to window and things like that. CCAR in some cases inhibit – people – we talk about ‘CCAR-ness,’ but there's a lot of ‘CCAR-ness’ from small business loans and stuff like that where people kind of hold that back a little bit because it creates too much volatility. And CCAR capital, the FSRT, the fundamental book. When you look at all these things, I think you can create more lending, more liquidity, more flexibility and reduce the risk in the system. And also just CET, just capital usage, et cetera. And the reducing the risk in the system, I think you also make it friendlier for community banks, which we do want to do. And so, if you look at like total loan to deposits, they used to be 100%, they’re now 70%. That's a huge difference. That took place over 10 or 15 years. And can you get that back to 85% and have the banking system be just safe and sound? Absolutely.",positive,0.9878960848,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"Yes, and I would put securitizations in that category. We need a more active securitization market and all these things could reduce the actual cost of making a loan. I pointed out in the past that mortgages probably cost 30 or 40 or 50 basis points more because of excessive securitization, origination and servicing requirements. Those could be changed and would dramatically help mortgages, particularly for low- income individuals. And we just have failed to do it for 10 years, and it wouldn't create any additional risk. And we can show you data that shows that.",positive,0.9991543293,Market risk
JPMorgan,Well Fargo Securities LLC,2025,Q2,analyst,"And last one, when you say inorganic growth, would you buy a private credit firm? Is that something you'd at least consider?",neutral,0.9971464276,Credit risk
JPMorgan,JPMorganChase,2025,Q2,banker,"I would say, it's not high on my list because we can do it ourselves and then you know buying people and comp plans. And I also think you may have seen peak private credit a little bit. I don't know that, but we already do it. So if it was the right people, the right price, the right – sure, we should look at it. I think, Mike, you should always be open minded when people come to you with something you hadn't thought about before. And you just get smarter by looking at these things.",neutral,0.9495477676,Credit risk
JPMorgan,Well Fargo Securities LLC,2025,Q2,analyst,"Actually I can’t leave on that comment. Peak private credit, I can't leave on those three words. What do you mean by peak private credit?",neutral,0.9980746508,Credit risk
JPMorgan,JPMorganChase,2025,Q2,banker,"I've mentioned that credit spreads are very low. It's grown dramatically over time. And you have to pay up a lot for it. I'm not saying, it's not going to grow some more, but I would have a slight reluctance depending on who it was. But your bankers might come to us with something tomorrow that we just hadn't thought about that is a complete natural fit for us; natural fit being product and people and culture.",positive,0.9989504218,Credit risk
JPMorgan,UBS Securities LLC,2025,Q2,analyst,"Hey, good morning. Jamie and Jeremy, you've talked about simplifying the regulatory construct. And it seems like based on the progress so far, we'll mostly get there, particularly with Basel III Endgame and G-SIB, which impacts you so much. And to that end, if we do get a more simplified regulatory construct that addresses both the capital and liquidity constraints, does that move up JPMorgan's natural ROTCE? You talked, 17% through-the-cycle a lot. Obviously, perhaps we would optimize the denominator. Why wouldn't that be additive to your natural ROTCE? Or does this get passed back on to your clients in terms of pricing?",positive,0.9994366765,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"In a competitive world, it is irrational to think that – and when it applies to all the competitors – that everybody's just going to make a lot more money, you keep it as opposed to compete in the marketplace. Hopefully, we'll still have a good competitive position relative to everybody else. But no, I don't think you should automatically say, it's going to increase your returns. Remember, Jeff Bezos says, “Your margin is my opportunity.” That would be a huge opportunity for fintech, private credit, alternative players, et cetera. So, you have to be a little careful to think that would happen. I think it's a good thing for the system though.",positive,0.9991513491,Credit risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah, exactly. And as we always say, Erika, right, like the market is very competitive and the returns are high. And you know this, but I would just refer you to the slide that I delivered at Investor Day about how, in some cases, it makes, all else equal, compared to buying back shares at these prices, doing healthy, well underwritten, compelling franchise business with a 14% return, we're definitely supposed to do that actually. And if we do a lot of that, it will dilute down the weighted-average ROTCE of the company in ways that are nonetheless clearly accretive to shareholders. So,...",positive,0.9511576295,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"And Jeremy showed you a little thing about business units that earn high returns to low returns. And not that you shouldn’t do low return ones because they fit hand in glove with other stuff. If you didn't do it, you might lose the other. But there are some businesses out there with very high returns that we just grow. We deploy capital by adding bankers or branches or products, not directly by deploying capital. So, just think of branches. That does it or private banking or things like that.",neutral,0.9919666648,Capital adequacy
JPMorgan,Seaport Global Securities LLC,2025,Q2,analyst,"Hey, good morning. Thanks for taking the questions. Maybe just on – Jeremy, if I look at your 10-Q and 10-K rate sensitivity disclosures, it looks like you guys have done a lot to reduce your asset sensitivity to the short end of the curve. So, can you talk about what you've been doing to change the positioning of the balance sheet, whether extending duration or hedges? And is there more you can do to desensitize the balance sheet before rate cuts begin to kick in as, I guess, the markets expect later this year? Thanks.",positive,0.9985681772,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Now, before he goes on, what the market expects is almost what never happens.",neutral,0.9967802763,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"All right. So, it's a good question, Jim. But yeah, as Jamie points out, just remember that to the extent that the market is efficient which maybe it's not, but you can't really hedge ahead of cuts that are already priced in, right. So, that’s worth saying out loud. But, I mean, you can decrease volatility, but it's just a question of now or later. But having said that, on the question of decreasing volatility, we did in fact add some duration this quarter, with the usual mix of instruments and strategies, but primarily in the front end of the yield curve which was designed to essentially balance out the tails a little bit, so that we were a little bit less exposed to a classic recessionary type scenario with much lower rates in exchange for accepting a little bit less good outcomes and like higher rate scenarios, at least narrowly through the lens of NII.",positive,0.9984878302,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah, it's a good question. You may recall, I actually got a version of this question at Investor Day, so I'll almost repeat my answer here which is that, as we know, fixing SLR has been on the list for a long time. It behaved very much not the way it was designed in the moment of big QE when it became binding and it had bad impacts on the system. It's the opposite of what we want for these backstop measures. And so, we don't want regulators to need to make unusual corrections amid crisis. It's just not the right way to run the railroad. I think everyone has agreed on that for a long time. And in that context, it's been sort of disappointing that something as obvious as this has taken as long as this to get fixed, but it's a good sign that it's now out there. And we’d certainly support the proposal, there are some nuances that – or a comment had been requested, but at a high level, it's a good proposal, it's the right thing to do. And it's the right thing to do from the perspective of the resilience of the system for the next time that we've got that type of expansion in the size of the system that could make it binding in the wrong way for the wrong reasons. But yeah, as you note and as we've said, we're not really bound by it. I think other actors in the market may be a little bit more bound by it. There are also some nuances about impact on portfolio activity which I would expect to be very small, versus impact on low risk intermediation in the market making businesses, which may be where you would hope to see the effect. So, it's a good thing. Hopefully, it will help. Obviously, it's pretty fully priced in at this point, so I don't think you're going to see a big pop one way or the other as a function of it's eventually being finalized, because I think everyone's assuming it will go in roughly in its current form.",positive,0.9951940179,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"And I’m like a broken record. It's not SLR, it's LCR, it's G-SIFI, it's CCAR, it's Basel IV, the gold plating. You really got to step back and look at all of them, and how you use the discount window, et cetera. And even how you measure liquidity which is different in one measure than it is in resolution recovery. They should look at all of that if they really want to fix the system.",neutral,0.8550449014,Liquidity
JPMorgan,JPMorganChase,2025,Q2,banker,"Going fine. We're happy. In terms of the strategic aspects of this and the competitive landscape, I think the way we think about this is, as a normal course refresh of one of our important products and the way that all of our products get refreshed periodically. Obviously, this is a relatively high profile product. Many of us have the card, we see the ads everywhere. So, it sort of punches above its weight in that respect in terms of visibility. In terms of the competitive landscape, I think a thing that we feel really great about is the dramatic increase in the customer value proposition associated with the card. And in particular, one of the things that we look at is the ratio of the customer value to the annual fee which is clearly market leading at this point. So...",positive,0.9995039701,Market risk
JPMorgan,Autonomous Research,2025,Q2,analyst,"Got it. It is quite a nice lounge. On the trading side, just wondering how much – the strong results this quarter, the quarter changed a lot from April to June. And I'm just wondering, how much you think that was environmental? Has it calmed down at all? And also, how much is just your ability to kind of use the balance sheet to boost results also, could that make it more sustainable regardless of what the environment is doing? Thanks a lot.",positive,0.9995267391,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Good question. Honestly, I think it's kind of all of the above, basically. No question that the tone shifted. Obviously, it shifted in Investment Banking. I think I personally was a little bit surprised by the resilience of the Markets revenues in the second half of the quarter, because I was sort of expecting a little bit of an offset between the two.",positive,0.999458611,Market risk
JPMorgan,"Deutsche Bank Securities, Inc",2025,Q2,analyst,"I just wanted to ask about any pressure from commercial and corporate customers to try to offset the tariff impact from regional banks that pointed to deposit pricing pressure on the commercial side, and if you're seeing any signs of that or more broadly speaking? Thank you.",positive,0.7292770147,Conduct risk
JPMorgan,JPMorganChase,2025,Q2,banker,"It's a competitive market, right? There is ongoing – deposits are very, very competitive, and there are always pricing conversations as there should be. It's hard to know in any given moment what's driving it, but I haven't heard anything to support a tariff linked narrative. Operator: Thank you. Next we will go to the line of Glenn Schorr with Evercore. Your line is open.",neutral,0.9673425555,Market risk
JPMorgan,Evercore Group LLC,2025,Q2,analyst,"Hi, thanks. Just two quick follow ups. On the conversation about the noticeably upbeat robust pipelines, I know we've been here before and markets can giveth and taketh away, but there is a time value in there, meaning corporates and more importantly sponsors need to get stuff done. There is a ton of dry powder. So I'm curious if there's a higher level of confidence, meaning if the market doesn't take from us, is it really happening this time? We've been kind of waiting for these pipelines to come through in fuller force for a couple of years now. Does it feel more doable as long as the market doesn't take the rug out from under us?",positive,0.9910270572,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"I think it separates sponsor-owned companies from IPOs. There are companies going public, they're in the pipeline, they want to go public, et cetera. Sponsors are still, at least from what I can tell anecdotally, still reluctant to use the public markets. There obviously maybe more of it, but it hasn't been a mountain of stuff coming out.",neutral,0.6519473195,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah. I think that's right in the IPO space at least for now. But I have heard some things to support some elements of your narrative Glenn, the effect of that – now, there is pressure to kind of recycle capital and get things done. And yeah, sure, after the initial shock of tariff policy changes, everyone kind of went on hold. But as we've noted in our comments a few times today, at a certain moment you just have to move on with life, and it does feel like some of that is happening just because you can't delay forever.",neutral,0.7677876949,Capital adequacy
JPMorgan,Evercore Group LLC,2025,Q2,analyst,"I hear you. The follow-up on the capital conversation, obviously impressive to see big returns on even higher capital bases. But there's more to come, and I think trend is your friend on dereg. So the question is, you keep making a lot of money, your capital base keeps rising. You've talked about arresting the growth of CET1 in the past, but I guess my blunt question is, is there any valuation limitation towards that arresting of CET1?",positive,0.99939394,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"Okay. Wait, I want to say a couple of things, and then I want to clarify an aspect of your question, Glenn. So first, on arresting the growth, what I actually said, not to nitpick on you, but I said arresting the growth of excess capital which I agree is reasonable to interpret as keeping a roughly constant CET1. As it happened this quarter, you see the CET1 actually dropping about 40 basis points, and that was in no small part a function of significant late quarter growth in RWA usage which we were frankly like very happy to see, in fact. So, that's all to the good in some sense. Now the other part of your question, can you just repeat it? I want to make sure I understand it.",negative,0.9865364432,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"We reserve the right. We're not going to tell you. But obviously, as stock price – I mean, don't like buying back the stock at almost three times tangible book. No one's going to convince me that's a brilliant thing to do, but it is wise to use our balance sheet for customers, which we're doing, and we can possibly do more. And it is probably wise to not increase the excess capital anymore since we have plenty and it's going be going up. Look, I'm completely convinced if you take out of your mindset 12 months, we will use the capital wisely for shareholders.",positive,0.9752472639,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"The best way is organic growth, which I wouldn't rule out that we can find more ways to grow clients basically. Operator: Thank you. Our next question comes from Gerard Cassidy with RBC Capital Markets. Your line is open.",neutral,0.9788050652,Capital adequacy
JPMorgan,RBC Capital Markets LLC,2025,Q2,analyst,"Hi, Jeremy. Hi, Jamie. I'd like to circle back to the return on tangible common equity topic that you guys have discussed. Obviously, you had a very strong number this quarter, 20% when you adjusted for the one-time effect. And you go back to your Investor Day and you pointed out 17% is what the targeted level is. And if you turn back the clock and go back to 2020, you had the same 17% goal for the ROTCE, but your CET1 ratio back then was – excuse me, guidance was 11.5% to 12%. So my question is, has the business for you folks changed so much that now it's just inherently a more profitable business? Or are there some one-time – not one-time items, but are there some tailwinds that are artificially – I hate to use that word, but are they inflating the ROTCE which is why you guys are very cautious about lifting that goal from 17%?",positive,0.9995377064,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"Jeremy can answer this, but this will be an important point. The value to shareholders is that we can not just earn 17% ROTCE and that we can reinvest money at 17% ROTCE. That's the value. If you're just going to earn 17%, you’re a bond. You will trade three times tangible book, but that's it for the rest of your life. And so, the goal is to find opportunities to grow and expand your business, which we are doing. If you look at it, we are doing that with branches and bankers and internationally. And when you look at the midcap business we're doing in Europe, it's been great. Innovation Economy has been great. We're gaining shares in lot of places, Chase Wealth Management and the Private Bank, the International Private Bank, payment systems. We’re investing in all those things to grow our franchises and that's the best way to use your capital. And forget the timetable of that. That is the best way to use it.",positive,0.9994634986,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah. And Gerard, I guess on your other question, it's an interesting question. I don't think the answer is really knowable, and I feel like it's kind of all of the above. Let me say what I mean. Like, on the one hand, I think if you look at the current market environment, it's hard to imagine a set of conditions that would be any better for us, right. Rates are at a good level for us, deal activity is high, capital markets are very strong, consumer credit is excellent, wholesale credit is excellent, wealth management, asset management, essentially every part of the company is firing. We're essentially firing on all cylinders, with some very minor exceptions of certain businesses that are extremely rate sensitive, like Home Lending, where they're still doing a great job in what is a very tough market. So when you see that, you're like, well, that's not normal. Normally, you would have some pockets doing a little better, some pockets doing a little worse; and that's part of what makes you think that some aspects of this are maybe not sustainable. On the other hand, it's also true that core elements of the strategy are working very well, and we've been investing for a long time very successfully and kind of leaning in even in moments where from the outside there wasn't that much appetite for us to be investing in all of the things that Jamie's talking about. Some of those investments in various ways are paying off. So...",positive,0.9961742759,Capital adequacy
JPMorgan,RBC Capital Markets LLC,2025,Q2,analyst,"Just as a quick follow-up Jeremy, in the Markets comment that you made, you said that there were fewer opportunities in Securitized Products and Fixed Income Financing. Can you expand upon that or give us any color there? Thank you.",negative,0.9925162196,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah, sure. I mean, it's just normal diversification inside the Markets business. Those businesses are doing great. But like at the margin, in the second half of the quarter, stuff was a little quieter relative to emerging markets and the macro space, which was a little bit better.",positive,0.9994262457,Market risk
JPMorgan,"HSBC Securities (USA), Inc.",2025,Q2,analyst,"Hey, good morning. Thanks for taking my question. Just one for me. I just want to follow-up on Ken's question about sales and trading. And I think you kind of addressed this, Jeremy, but I just – you’ve had another strong quarter there on the back of a pretty exceptional Q1 on the back of a really strong 2024. I mean, how are you thinking about how much of this really is the result of an exceptional trading environment versus something that's more durable and presumably less volatility, good for investment banking. But do you see – would you see some sort of normalization in sales and trading as a result? Or do you think there's still opportunities to grow certain businesses and take share? I'm just curious how much – how you think about what's exceptional versus what's more durable here.",positive,0.9992893934,Market risk
JPMorgan,JPMorganChase,2025,Q2,banker,"Yeah. I mean, one thing I'll say is that there's no weird exceptional thing happening in this particular quarter driving the results. So, it's pretty broad based, and it's not particularly lumpy. And as I said, I think it is true, and I think we've shared some of this in different ways, including in my slide at Investor Day, that we are deploying quite a bit of capital and other resources like G-SIB capacity and liquidity in some cases to generate that revenue. And we're happy with the returns, but it's not just like growing without any inputs, essentially. So, I guess, on the one hand you might say that that's a bit more durable for that reason, but it is important to realize that it's coming with that use of resources, essentially. So, I mean, we've gotten, over time, a little bit more relaxed about talking about the Markets business as something that has relatively uncorrelated and reasonably recurring revenues.",positive,0.9980604053,Capital adequacy
JPMorgan,JPMorganChase,2025,Q2,banker,"It's obviously extremely client centric, there's a lot of financing of various types that's being supplied, and it seems to, if anything, more often than not be counter-cyclical rather than pro-cyclical. But it's still Markets, right? Things can happen, it's volatile, there's risk taking involved, that's part of the point that we build. Sorry to hedge the answer, but that's kind of how we think about it.",neutral,0.9898564816,Market risk
